date,virus,Sample Name,template,num_reps,median,count,at_least_3CTvals,Well,Well Position,CT,Replicate,sample_type,medDist1_method,count2,at_least_3CTvals_aftOut
04-01,TSV,1.00E+06,2e+07,5,5.687372,5,keep,5,A5,5.8040614,5,STD,keep,5,keep
04-01,TSV,1.00E+06,2e+07,5,5.687372,5,keep,2,A2,5.687372,2,STD,keep,5,keep
04-01,TSV,1.00E+06,2e+07,5,5.687372,5,keep,3,A3,5.354667,3,STD,keep,5,keep
04-01,TSV,1.00E+06,2e+07,5,5.687372,5,keep,4,A4,6.189698,4,STD,keep,5,keep
04-01,TSV,1.00E+06,2e+07,5,5.687372,5,keep,1,A1,4.8019843,1,STD,keep,5,keep
04-01,TSV,Val.1,Val.1,5,7.6388054,5,keep,9,A9,8.024467,4,UNK,keep,5,keep
04-01,TSV,Val.1,Val.1,5,7.6388054,5,keep,7,A7,7.6388054,2,UNK,keep,5,keep
04-01,TSV,Val.1,Val.1,5,7.6388054,5,keep,8,A8,7.6249747,3,UNK,keep,5,keep
04-01,TSV,Val.1,Val.1,5,7.6388054,5,keep,10,A10,7.4956346,5,UNK,keep,5,keep
04-01,TSV,Val.1,Val.1,5,7.6388054,5,keep,6,A6,7.7065787,1,UNK,keep,5,keep
04-01,TSV,Val.15,Val.15,5,10.921798,5,keep,46,D10,10.842956,5,UNK,keep,5,keep
04-01,TSV,Val.15,Val.15,5,10.921798,5,keep,42,D6,11.614828,1,UNK,keep,5,keep
04-01,TSV,Val.15,Val.15,5,10.921798,5,keep,44,D8,10.147659,3,UNK,keep,5,keep
04-01,TSV,Val.15,Val.15,5,10.921798,5,keep,45,D9,10.921798,4,UNK,keep,5,keep
04-01,TSV,Val.15,Val.15,5,10.921798,5,keep,43,D7,11.391301,2,UNK,keep,5,keep
04-01,TSV,Val.16,Val.16,5,9.242504,5,keep,56,E8,9.250828,3,UNK,keep,5,keep
04-01,TSV,Val.16,Val.16,5,9.242504,5,keep,58,E10,8.818839,5,UNK,keep,5,keep
04-01,TSV,Val.16,Val.16,5,9.242504,5,keep,55,E7,9.242504,2,UNK,keep,5,keep
04-01,TSV,Val.16,Val.16,5,9.242504,5,keep,57,E9,9.746566,4,UNK,keep,5,keep
04-01,TSV,Val.16,Val.16,5,9.242504,5,keep,54,E6,9.066694,1,UNK,keep,5,keep
04-01,TSV,Val.18,Val.18,5,11.716111,5,keep,66,F6,10.7058735,1,UNK,remove,3,NA
04-01,TSV,Val.18,Val.18,5,11.716111,5,keep,67,F7,13.048552,2,UNK,remove,3,NA
04-01,TSV,Val.18,Val.18,5,11.716111,5,keep,70,F10,11.716111,5,UNK,keep,3,keep
04-01,TSV,Val.18,Val.18,5,11.716111,5,keep,68,F8,11.19959,3,UNK,keep,3,keep
04-01,TSV,Val.18,Val.18,5,11.716111,5,keep,69,F9,12.545476,4,UNK,keep,3,keep
04-01,TSV,Val.2,Val.2,5,13.9752355,2,remove,19,B7,NA,2,UNK,NA,NA,NA
04-01,TSV,Val.2,Val.2,5,13.9752355,2,remove,20,B8,14.195487,3,UNK,NA,NA,NA
04-01,TSV,Val.2,Val.2,5,13.9752355,2,remove,18,B6,NA,1,UNK,NA,NA,NA
04-01,TSV,Val.2,Val.2,5,13.9752355,2,remove,21,B9,NA,4,UNK,NA,NA,NA
04-01,TSV,Val.2,Val.2,5,13.9752355,2,remove,22,B10,13.754984,5,UNK,NA,NA,NA
04-01,TSV,Val.20,Val.20,5,11.29424,5,keep,80,G8,11.29424,3,UNK,keep,3,keep
04-01,TSV,Val.20,Val.20,5,11.29424,5,keep,82,G10,12.751466,5,UNK,remove,3,NA
04-01,TSV,Val.20,Val.20,5,11.29424,5,keep,81,G9,10.849062,4,UNK,keep,3,keep
04-01,TSV,Val.20,Val.20,5,11.29424,5,keep,79,G7,11.237168,2,UNK,keep,3,keep
04-01,TSV,Val.20,Val.20,5,11.29424,5,keep,78,G6,15.715036,1,UNK,remove,3,NA
04-01,TSV,Val.29,Val.29,5,7.194091,5,keep,90,H6,7.426606,1,UNK,keep,5,keep
04-01,TSV,Val.29,Val.29,5,7.194091,5,keep,92,H8,7.090715,3,UNK,keep,5,keep
04-01,TSV,Val.29,Val.29,5,7.194091,5,keep,93,H9,7.194091,4,UNK,keep,5,keep
04-01,TSV,Val.29,Val.29,5,7.194091,5,keep,94,H10,7.3911443,5,UNK,keep,5,keep
04-01,TSV,Val.29,Val.29,5,7.194091,5,keep,91,H7,7.1611066,2,UNK,keep,5,keep
04-01,TSV,Val.8,Val.8,5,13.3871155,4,keep,30,C6,NA,1,UNK,NA,2,NA
04-01,TSV,Val.8,Val.8,5,13.3871155,4,keep,34,C10,17.26905,5,UNK,remove,2,NA
04-01,TSV,Val.8,Val.8,5,13.3871155,4,keep,32,C8,11.636197,3,UNK,remove,2,NA
04-01,TSV,Val.8,Val.8,5,13.3871155,4,keep,33,C9,13.197463,4,UNK,keep,2,remove
04-01,TSV,Val.8,Val.8,5,13.3871155,4,keep,31,C7,13.576768,2,UNK,keep,2,remove
04-01,WSSV,1e1_VP28.31t,1e+01,5,10.4075625,4,keep,30,C6,8.797555,1,STD,remove,2,NA
04-01,WSSV,1e1_VP28.31t,1e+01,5,10.4075625,4,keep,32,C8,NA,3,STD,NA,2,NA
04-01,WSSV,1e1_VP28.31t,1e+01,5,10.4075625,4,keep,34,C10,10.295022,5,STD,keep,2,remove
04-01,WSSV,1e1_VP28.31t,1e+01,5,10.4075625,4,keep,33,C9,10.520103,4,STD,keep,2,remove
04-01,WSSV,1e1_VP28.31t,1e+01,5,10.4075625,4,keep,31,C7,13.318921,2,STD,remove,2,NA
04-01,WSSV,1e10_VP28.31t,1e+10,5,2.9124923,5,keep,16,B4,2.8713143,4,STD,keep,5,keep
04-01,WSSV,1e10_VP28.31t,1e+10,5,2.9124923,5,keep,17,B5,2.7501774,5,STD,keep,5,keep
04-01,WSSV,1e10_VP28.31t,1e+10,5,2.9124923,5,keep,15,B3,2.9124923,3,STD,keep,5,keep
04-01,WSSV,1e10_VP28.31t,1e+10,5,2.9124923,5,keep,13,B1,3.0218358,1,STD,keep,5,keep
04-01,WSSV,1e10_VP28.31t,1e+10,5,2.9124923,5,keep,14,B2,3.0286303,2,STD,keep,5,keep
04-01,WSSV,1e11_VP28.31t,1e+11,5,2.2255106,5,keep,1,A1,2.2639647,1,STD,keep,5,keep
04-01,WSSV,1e11_VP28.31t,1e+11,5,2.2255106,5,keep,5,A5,2.1743026,5,STD,keep,5,keep
04-01,WSSV,1e11_VP28.31t,1e+11,5,2.2255106,5,keep,4,A4,2.1898694,4,STD,keep,5,keep
04-01,WSSV,1e11_VP28.31t,1e+11,5,2.2255106,5,keep,2,A2,2.2626715,2,STD,keep,5,keep
04-01,WSSV,1e11_VP28.31t,1e+11,5,2.2255106,5,keep,3,A3,2.2255106,3,STD,keep,5,keep
04-01,WSSV,1e2_VP28.31t,1e+02,5,10.900704,3,keep,22,B10,NA,5,STD,NA,2,NA
04-01,WSSV,1e2_VP28.31t,1e+02,5,10.900704,3,keep,18,B6,10.175154,1,STD,keep,2,remove
04-01,WSSV,1e2_VP28.31t,1e+02,5,10.900704,3,keep,19,B7,10.900704,2,STD,keep,2,remove
04-01,WSSV,1e2_VP28.31t,1e+02,5,10.900704,3,keep,20,B8,NA,3,STD,NA,2,NA
04-01,WSSV,1e2_VP28.31t,1e+02,5,10.900704,3,keep,21,B9,24.205198,4,STD,remove,2,NA
04-01,WSSV,1e3_VP28.31t,1e+03,5,8.325828,5,keep,10,A10,8.325828,5,STD,keep,5,keep
04-01,WSSV,1e3_VP28.31t,1e+03,5,8.325828,5,keep,7,A7,9.254682,2,STD,keep,5,keep
04-01,WSSV,1e3_VP28.31t,1e+03,5,8.325828,5,keep,6,A6,8.189492,1,STD,keep,5,keep
04-01,WSSV,1e3_VP28.31t,1e+03,5,8.325828,5,keep,8,A8,8.119923,3,STD,keep,5,keep
04-01,WSSV,1e3_VP28.31t,1e+03,5,8.325828,5,keep,9,A9,8.687907,4,STD,keep,5,keep
04-01,WSSV,1e4_VP28.31t,1e+04,5,7.8666773,5,keep,86,H2,8.213065,2,STD,keep,5,keep
04-01,WSSV,1e4_VP28.31t,1e+04,5,7.8666773,5,keep,89,H5,7.4741235,5,STD,keep,5,keep
04-01,WSSV,1e4_VP28.31t,1e+04,5,7.8666773,5,keep,85,H1,7.979689,1,STD,keep,5,keep
04-01,WSSV,1e4_VP28.31t,1e+04,5,7.8666773,5,keep,87,H3,7.8666773,3,STD,keep,5,keep
04-01,WSSV,1e4_VP28.31t,1e+04,5,7.8666773,5,keep,88,H4,7.3219805,4,STD,keep,5,keep
04-01,WSSV,1e5_VP28.31t,1e+05,5,6.882074,5,keep,76,G4,6.8110557,4,STD,keep,5,keep
04-01,WSSV,1e5_VP28.31t,1e+05,5,6.882074,5,keep,75,G3,6.8488746,3,STD,keep,5,keep
04-01,WSSV,1e5_VP28.31t,1e+05,5,6.882074,5,keep,74,G2,6.882074,2,STD,keep,5,keep
04-01,WSSV,1e5_VP28.31t,1e+05,5,6.882074,5,keep,73,G1,6.949503,1,STD,keep,5,keep
04-01,WSSV,1e5_VP28.31t,1e+05,5,6.882074,5,keep,77,G5,6.899462,5,STD,keep,5,keep
04-01,WSSV,1e6_VP28.31t,1e+06,5,5.968481,5,keep,64,F4,5.968481,4,STD,keep,5,keep
04-01,WSSV,1e6_VP28.31t,1e+06,5,5.968481,5,keep,62,F2,6.0178328,2,STD,keep,5,keep
04-01,WSSV,1e6_VP28.31t,1e+06,5,5.968481,5,keep,61,F1,6.080349,1,STD,keep,5,keep
04-01,WSSV,1e6_VP28.31t,1e+06,5,5.968481,5,keep,63,F3,5.927882,3,STD,keep,5,keep
04-01,WSSV,1e6_VP28.31t,1e+06,5,5.968481,5,keep,65,F5,5.964459,5,STD,keep,5,keep
04-01,WSSV,1e7_VP28.31t,1e+07,5,5.2204285,5,keep,51,E3,5.2204285,3,STD,keep,5,keep
04-01,WSSV,1e7_VP28.31t,1e+07,5,5.2204285,5,keep,53,E5,5.2046256,5,STD,keep,5,keep
04-01,WSSV,1e7_VP28.31t,1e+07,5,5.2204285,5,keep,49,E1,5.421136,1,STD,keep,5,keep
04-01,WSSV,1e7_VP28.31t,1e+07,5,5.2204285,5,keep,50,E2,5.0879126,2,STD,keep,5,keep
04-01,WSSV,1e7_VP28.31t,1e+07,5,5.2204285,5,keep,52,E4,5.241349,4,STD,keep,5,keep
04-01,WSSV,1e8_VP28.31t,1e+08,5,4.677694,5,keep,39,D3,4.677694,3,STD,keep,5,keep
04-01,WSSV,1e8_VP28.31t,1e+08,5,4.677694,5,keep,40,D4,4.654732,4,STD,keep,5,keep
04-01,WSSV,1e8_VP28.31t,1e+08,5,4.677694,5,keep,38,D2,4.9606314,2,STD,keep,5,keep
04-01,WSSV,1e8_VP28.31t,1e+08,5,4.677694,5,keep,37,D1,4.751179,1,STD,keep,5,keep
04-01,WSSV,1e8_VP28.31t,1e+08,5,4.677694,5,keep,41,D5,4.504961,5,STD,keep,5,keep
04-01,WSSV,1e9_VP28.31t,1e+09,5,3.664307,5,keep,28,C4,3.5333076,4,STD,keep,5,keep
04-01,WSSV,1e9_VP28.31t,1e+09,5,3.664307,5,keep,27,C3,3.664307,3,STD,keep,5,keep
04-01,WSSV,1e9_VP28.31t,1e+09,5,3.664307,5,keep,26,C2,3.6788864,2,STD,keep,5,keep
04-01,WSSV,1e9_VP28.31t,1e+09,5,3.664307,5,keep,29,C5,3.5441644,5,STD,keep,5,keep
04-01,WSSV,1e9_VP28.31t,1e+09,5,3.664307,5,keep,25,C1,3.8509917,1,STD,keep,5,keep
04-01,WSSV,WSSV10_VP28.31t,WSSV10,5,7.959658,5,keep,12,A12,8.101744,1,UNK,keep,5,keep
04-01,WSSV,WSSV10_VP28.31t,WSSV10,5,7.959658,5,keep,24,B12,7.8996463,2,UNK,keep,5,keep
04-01,WSSV,WSSV10_VP28.31t,WSSV10,5,7.959658,5,keep,60,E12,7.8380885,5,UNK,keep,5,keep
04-01,WSSV,WSSV10_VP28.31t,WSSV10,5,7.959658,5,keep,36,C12,7.959658,3,UNK,keep,5,keep
04-01,WSSV,WSSV10_VP28.31t,WSSV10,5,7.959658,5,keep,48,D12,8.024381,4,UNK,keep,5,keep
04-01,WSSV,WSSV11_VP28.31t,WSSV11,5,6.6212206,5,keep,71,F11,6.6212206,1,UNK,keep,5,keep
04-01,WSSV,WSSV11_VP28.31t,WSSV11,5,6.6212206,5,keep,72,F12,6.6866364,2,UNK,keep,5,keep
04-01,WSSV,WSSV11_VP28.31t,WSSV11,5,6.6212206,5,keep,95,H11,6.613554,5,UNK,keep,5,keep
04-01,WSSV,WSSV11_VP28.31t,WSSV11,5,6.6212206,5,keep,83,G11,6.546952,3,UNK,keep,5,keep
04-01,WSSV,WSSV11_VP28.31t,WSSV11,5,6.6212206,5,keep,84,G12,6.7420397,4,UNK,keep,5,keep
04-01,WSSV,WSSV5_VP28.31t,WSSV5,5,9.555152,5,keep,58,E10,10.505793,5,UNK,keep,4,keep
04-01,WSSV,WSSV5_VP28.31t,WSSV5,5,9.555152,5,keep,54,E6,9.614568,1,UNK,keep,4,keep
04-01,WSSV,WSSV5_VP28.31t,WSSV5,5,9.555152,5,keep,55,E7,9.555152,2,UNK,keep,4,keep
04-01,WSSV,WSSV5_VP28.31t,WSSV5,5,9.555152,5,keep,56,E8,8.251725,3,UNK,remove,4,NA
04-01,WSSV,WSSV5_VP28.31t,WSSV5,5,9.555152,5,keep,57,E9,9.280803,4,UNK,keep,4,keep
04-01,WSSV,WSSV6_VP28.31t,WSSV6,5,8.721753,5,keep,70,F10,12.013089,5,UNK,remove,4,NA
04-01,WSSV,WSSV6_VP28.31t,WSSV6,5,8.721753,5,keep,66,F6,8.721753,1,UNK,keep,4,keep
04-01,WSSV,WSSV6_VP28.31t,WSSV6,5,8.721753,5,keep,69,F9,8.546809,4,UNK,keep,4,keep
04-01,WSSV,WSSV6_VP28.31t,WSSV6,5,8.721753,5,keep,67,F7,8.15336,2,UNK,keep,4,keep
04-01,WSSV,WSSV6_VP28.31t,WSSV6,5,8.721753,5,keep,68,F8,9.067169,3,UNK,keep,4,keep
04-01,WSSV,WSSV7_VP28.31t,WSSV7,5,8.05718,5,keep,81,G9,8.022906,4,UNK,keep,5,keep
04-01,WSSV,WSSV7_VP28.31t,WSSV7,5,8.05718,5,keep,80,G8,8.617808,3,UNK,keep,5,keep
04-01,WSSV,WSSV7_VP28.31t,WSSV7,5,8.05718,5,keep,78,G6,7.8755884,1,UNK,keep,5,keep
04-01,WSSV,WSSV7_VP28.31t,WSSV7,5,8.05718,5,keep,82,G10,8.174993,5,UNK,keep,5,keep
04-01,WSSV,WSSV7_VP28.31t,WSSV7,5,8.05718,5,keep,79,G7,8.05718,2,UNK,keep,5,keep
04-01,WSSV,WSSV8_VP28.31t,WSSV8,5,8.767409,5,keep,94,H10,8.261176,5,UNK,keep,4,keep
04-01,WSSV,WSSV8_VP28.31t,WSSV8,5,8.767409,5,keep,91,H7,9.044096,2,UNK,keep,4,keep
04-01,WSSV,WSSV8_VP28.31t,WSSV8,5,8.767409,5,keep,92,H8,9.792889,3,UNK,remove,4,NA
04-01,WSSV,WSSV8_VP28.31t,WSSV8,5,8.767409,5,keep,93,H9,7.919315,4,UNK,keep,4,keep
04-01,WSSV,WSSV8_VP28.31t,WSSV8,5,8.767409,5,keep,90,H6,8.767409,1,UNK,keep,4,keep
04-01,WSSV,WSSV9_VP28.31t,WSSV9,5,6.588616,5,keep,47,D11,6.5951505,4,UNK,keep,5,keep
04-01,WSSV,WSSV9_VP28.31t,WSSV9,5,6.588616,5,keep,11,A11,6.588616,1,UNK,keep,5,keep
04-01,WSSV,WSSV9_VP28.31t,WSSV9,5,6.588616,5,keep,59,E11,6.565973,5,UNK,keep,5,keep
04-01,WSSV,WSSV9_VP28.31t,WSSV9,5,6.588616,5,keep,35,C11,6.4116106,3,UNK,keep,5,keep
04-01,WSSV,WSSV9_VP28.31t,WSSV9,5,6.588616,5,keep,23,B11,6.6398053,2,UNK,keep,5,keep
04-06,TSV,0.00E+00,0,5,NA,0,remove,89,H5,NA,5,STD,NA,NA,NA
04-06,TSV,0.00E+00,0,5,NA,0,remove,85,H1,NA,1,STD,NA,NA,NA
04-06,TSV,0.00E+00,0,5,NA,0,remove,88,H4,NA,4,STD,NA,NA,NA
04-06,TSV,0.00E+00,0,5,NA,0,remove,86,H2,NA,2,STD,NA,NA,NA
04-06,TSV,0.00E+00,0,5,NA,0,remove,87,H3,NA,3,STD,NA,NA,NA
04-06,TSV,1.00E+00,20,5,12.296451,1,remove,76,G4,12.296451,4,STD,NA,NA,NA
04-06,TSV,1.00E+00,20,5,12.296451,1,remove,75,G3,NA,3,STD,NA,NA,NA
04-06,TSV,1.00E+00,20,5,12.296451,1,remove,77,G5,NA,5,STD,NA,NA,NA
04-06,TSV,1.00E+00,20,5,12.296451,1,remove,74,G2,NA,2,STD,NA,NA,NA
04-06,TSV,1.00E+00,20,5,12.296451,1,remove,73,G1,NA,1,STD,NA,NA,NA
04-06,TSV,1.00E+01,200,5,9.817863,5,keep,61,F1,9.129609,1,STD,keep,3,keep
04-06,TSV,1.00E+01,200,5,9.817863,5,keep,62,F2,9.650677,2,STD,keep,3,keep
04-06,TSV,1.00E+01,200,5,9.817863,5,keep,63,F3,9.817863,3,STD,keep,3,keep
04-06,TSV,1.00E+01,200,5,9.817863,5,keep,64,F4,12.745138,4,STD,remove,3,NA
04-06,TSV,1.00E+01,200,5,9.817863,5,keep,65,F5,43.3846,5,STD,remove,3,NA
04-06,TSV,1.00E+02,2000,5,8.280919,4,keep,49,E1,7.993614,1,STD,keep,4,keep
04-06,TSV,1.00E+02,2000,5,8.280919,4,keep,52,E4,NA,4,STD,NA,4,NA
04-06,TSV,1.00E+02,2000,5,8.280919,4,keep,53,E5,7.4440355,5,STD,keep,4,keep
04-06,TSV,1.00E+02,2000,5,8.280919,4,keep,50,E2,8.661501,2,STD,keep,4,keep
04-06,TSV,1.00E+02,2000,5,8.280919,4,keep,51,E3,8.568224,3,STD,keep,4,keep
04-06,TSV,1.00E+03,20000,5,7.6281652,5,keep,41,D5,8.798076,5,STD,remove,4,NA
04-06,TSV,1.00E+03,20000,5,7.6281652,5,keep,37,D1,6.939503,1,STD,keep,4,keep
04-06,TSV,1.00E+03,20000,5,7.6281652,5,keep,38,D2,7.6281652,2,STD,keep,4,keep
04-06,TSV,1.00E+03,20000,5,7.6281652,5,keep,39,D3,7.666359,3,STD,keep,4,keep
04-06,TSV,1.00E+03,20000,5,7.6281652,5,keep,40,D4,7.614775,4,STD,keep,4,keep
04-06,TSV,1.00E+04,2e+05,5,6.723856,5,keep,26,C2,6.3164396,2,STD,keep,5,keep
04-06,TSV,1.00E+04,2e+05,5,6.723856,5,keep,28,C4,6.723856,4,STD,keep,5,keep
04-06,TSV,1.00E+04,2e+05,5,6.723856,5,keep,25,C1,6.6863737,1,STD,keep,5,keep
04-06,TSV,1.00E+04,2e+05,5,6.723856,5,keep,27,C3,6.9195232,3,STD,keep,5,keep
04-06,TSV,1.00E+04,2e+05,5,6.723856,5,keep,29,C5,6.9015226,5,STD,keep,5,keep
04-06,TSV,1.00E+05,2e+06,5,5.77277885,4,keep,17,B5,5.9260607,5,STD,keep,4,keep
04-06,TSV,1.00E+05,2e+06,5,5.77277885,4,keep,16,B4,5.0511956,4,STD,keep,4,keep
04-06,TSV,1.00E+05,2e+06,5,5.77277885,4,keep,13,B1,5.619497,1,STD,keep,4,keep
04-06,TSV,1.00E+05,2e+06,5,5.77277885,4,keep,15,B3,NA,3,STD,NA,4,NA
04-06,TSV,1.00E+05,2e+06,5,5.77277885,4,keep,14,B2,6.049787,2,STD,keep,4,keep
04-06,TSV,1.00E+06,2e+07,5,4.81979635,4,keep,5,A5,4.8964553,5,STD,keep,3,keep
04-06,TSV,1.00E+06,2e+07,5,4.81979635,4,keep,1,A1,4.7431374,1,STD,keep,3,keep
04-06,TSV,1.00E+06,2e+07,5,4.81979635,4,keep,2,A2,NA,2,STD,NA,3,NA
04-06,TSV,1.00E+06,2e+07,5,4.81979635,4,keep,3,A3,4.7062006,3,STD,keep,3,keep
04-06,TSV,1.00E+06,2e+07,5,4.81979635,4,keep,4,A4,6.7175484,4,STD,remove,3,NA
04-06,TSV,Val.10,Val.10,5,NA,0,remove,55,E7,NA,2,UNK,NA,NA,NA
04-06,TSV,Val.10,Val.10,5,NA,0,remove,56,E8,NA,3,UNK,NA,NA,NA
04-06,TSV,Val.10,Val.10,5,NA,0,remove,54,E6,NA,1,UNK,NA,NA,NA
04-06,TSV,Val.10,Val.10,5,NA,0,remove,58,E10,NA,5,UNK,NA,NA,NA
04-06,TSV,Val.10,Val.10,5,NA,0,remove,57,E9,NA,4,UNK,NA,NA,NA
04-06,TSV,Val.12,Val.12,5,NA,0,remove,67,F7,NA,2,UNK,NA,NA,NA
04-06,TSV,Val.12,Val.12,5,NA,0,remove,68,F8,NA,3,UNK,NA,NA,NA
04-06,TSV,Val.12,Val.12,5,NA,0,remove,70,F10,NA,5,UNK,NA,NA,NA
04-06,TSV,Val.12,Val.12,5,NA,0,remove,69,F9,NA,4,UNK,NA,NA,NA
04-06,TSV,Val.12,Val.12,5,NA,0,remove,66,F6,NA,1,UNK,NA,NA,NA
04-06,TSV,Val.13,Val.13,5,6.883261,5,keep,82,G10,6.9637074,5,UNK,keep,5,keep
04-06,TSV,Val.13,Val.13,5,6.883261,5,keep,81,G9,6.8910413,4,UNK,keep,5,keep
04-06,TSV,Val.13,Val.13,5,6.883261,5,keep,80,G8,6.8748355,3,UNK,keep,5,keep
04-06,TSV,Val.13,Val.13,5,6.883261,5,keep,79,G7,6.883261,2,UNK,keep,5,keep
04-06,TSV,Val.13,Val.13,5,6.883261,5,keep,78,G6,6.2517614,1,UNK,keep,5,keep
04-06,TSV,Val.17,Val.17,5,9.656892,5,keep,90,H6,9.531961,1,UNK,keep,5,keep
04-06,TSV,Val.17,Val.17,5,9.656892,5,keep,92,H8,9.936752,3,UNK,keep,5,keep
04-06,TSV,Val.17,Val.17,5,9.656892,5,keep,93,H9,9.656892,4,UNK,keep,5,keep
04-06,TSV,Val.17,Val.17,5,9.656892,5,keep,94,H10,9.773287,5,UNK,keep,5,keep
04-06,TSV,Val.17,Val.17,5,9.656892,5,keep,91,H7,9.280888,2,UNK,keep,5,keep
04-06,TSV,Val.5,Val.5,5,5.9407525,5,keep,8,A8,6.002027,3,UNK,keep,5,keep
04-06,TSV,Val.5,Val.5,5,5.9407525,5,keep,10,A10,5.9407525,5,UNK,keep,5,keep
04-06,TSV,Val.5,Val.5,5,5.9407525,5,keep,6,A6,5.9187245,1,UNK,keep,5,keep
04-06,TSV,Val.5,Val.5,5,5.9407525,5,keep,9,A9,6.0176563,4,UNK,keep,5,keep
04-06,TSV,Val.5,Val.5,5,5.9407525,5,keep,7,A7,5.890166,2,UNK,keep,5,keep
04-06,TSV,Val.6,Val.6,5,8.222418,5,keep,20,B8,7.6560974,3,UNK,keep,4,keep
04-06,TSV,Val.6,Val.6,5,8.222418,5,keep,22,B10,8.399874,5,UNK,keep,4,keep
04-06,TSV,Val.6,Val.6,5,8.222418,5,keep,21,B9,8.222418,4,UNK,keep,4,keep
04-06,TSV,Val.6,Val.6,5,8.222418,5,keep,19,B7,10.023423,2,UNK,remove,4,NA
04-06,TSV,Val.6,Val.6,5,8.222418,5,keep,18,B6,7.953929,1,UNK,keep,4,keep
04-06,TSV,Val.7,Val.7,5,12.81703675,4,keep,32,C8,9.609299,3,UNK,remove,2,NA
04-06,TSV,Val.7,Val.7,5,12.81703675,4,keep,34,C10,12.192796,5,UNK,keep,2,remove
04-06,TSV,Val.7,Val.7,5,12.81703675,4,keep,30,C6,19.036093,1,UNK,remove,2,NA
04-06,TSV,Val.7,Val.7,5,12.81703675,4,keep,31,C7,NA,2,UNK,NA,2,NA
04-06,TSV,Val.7,Val.7,5,12.81703675,4,keep,33,C9,13.4412775,4,UNK,keep,2,remove
04-06,TSV,Val.9,Val.9,5,10.499396,5,keep,44,D8,10.949876,3,UNK,keep,5,keep
04-06,TSV,Val.9,Val.9,5,10.499396,5,keep,43,D7,10.749248,2,UNK,keep,5,keep
04-06,TSV,Val.9,Val.9,5,10.499396,5,keep,46,D10,10.499396,5,UNK,keep,5,keep
04-06,TSV,Val.9,Val.9,5,10.499396,5,keep,45,D9,9.926894,4,UNK,keep,5,keep
04-06,TSV,Val.9,Val.9,5,10.499396,5,keep,42,D6,9.773524,1,UNK,keep,5,keep
04-08,TSV,0.00E+00,0,5,NA,0,remove,85,H1,NA,1,STD,NA,NA,NA
04-08,TSV,0.00E+00,0,5,NA,0,remove,86,H2,NA,2,STD,NA,NA,NA
04-08,TSV,0.00E+00,0,5,NA,0,remove,87,H3,NA,3,STD,NA,NA,NA
04-08,TSV,0.00E+00,0,5,NA,0,remove,89,H5,NA,5,STD,NA,NA,NA
04-08,TSV,0.00E+00,0,5,NA,0,remove,88,H4,NA,4,STD,NA,NA,NA
04-08,TSV,1.00E+00,20,5,10.665034,1,remove,76,G4,NA,4,STD,NA,NA,NA
04-08,TSV,1.00E+00,20,5,10.665034,1,remove,73,G1,10.665034,1,STD,NA,NA,NA
04-08,TSV,1.00E+00,20,5,10.665034,1,remove,75,G3,NA,3,STD,NA,NA,NA
04-08,TSV,1.00E+00,20,5,10.665034,1,remove,74,G2,NA,2,STD,NA,NA,NA
04-08,TSV,1.00E+00,20,5,10.665034,1,remove,77,G5,NA,5,STD,NA,NA,NA
04-08,TSV,1.00E+01,200,5,10.152999,5,keep,62,F2,9.560837,2,STD,keep,4,keep
04-08,TSV,1.00E+01,200,5,10.152999,5,keep,63,F3,9.435887,3,STD,keep,4,keep
04-08,TSV,1.00E+01,200,5,10.152999,5,keep,61,F1,10.152999,1,STD,keep,4,keep
04-08,TSV,1.00E+01,200,5,10.152999,5,keep,65,F5,10.6410885,5,STD,keep,4,keep
04-08,TSV,1.00E+01,200,5,10.152999,5,keep,64,F4,11.719231,4,STD,remove,4,NA
04-08,TSV,1.00E+02,2000,5,8.7379465,5,keep,52,E4,8.648936,4,STD,keep,5,keep
04-08,TSV,1.00E+02,2000,5,8.7379465,5,keep,53,E5,8.986728,5,STD,keep,5,keep
04-08,TSV,1.00E+02,2000,5,8.7379465,5,keep,51,E3,8.824366,3,STD,keep,5,keep
04-08,TSV,1.00E+02,2000,5,8.7379465,5,keep,49,E1,8.7379465,1,STD,keep,5,keep
04-08,TSV,1.00E+02,2000,5,8.7379465,5,keep,50,E2,7.8211584,2,STD,keep,5,keep
04-08,TSV,1.00E+03,20000,5,7.714342,5,keep,37,D1,7.5303235,1,STD,keep,5,keep
04-08,TSV,1.00E+03,20000,5,7.714342,5,keep,38,D2,7.8522477,2,STD,keep,5,keep
04-08,TSV,1.00E+03,20000,5,7.714342,5,keep,40,D4,7.714342,4,STD,keep,5,keep
04-08,TSV,1.00E+03,20000,5,7.714342,5,keep,39,D3,7.591265,3,STD,keep,5,keep
04-08,TSV,1.00E+03,20000,5,7.714342,5,keep,41,D5,7.83589,5,STD,keep,5,keep
04-08,TSV,1.00E+04,2e+05,5,6.842088,5,keep,28,C4,6.8560433,4,STD,keep,5,keep
04-08,TSV,1.00E+04,2e+05,5,6.842088,5,keep,25,C1,6.5471826,1,STD,keep,5,keep
04-08,TSV,1.00E+04,2e+05,5,6.842088,5,keep,29,C5,6.5825033,5,STD,keep,5,keep
04-08,TSV,1.00E+04,2e+05,5,6.842088,5,keep,27,C3,6.9581976,3,STD,keep,5,keep
04-08,TSV,1.00E+04,2e+05,5,6.842088,5,keep,26,C2,6.842088,2,STD,keep,5,keep
