date,virus,Sample Name,template,num_reps,median,count,at_least_3CTvals,Well,Well Position,CT,Replicate,sample_type,medDist1_method,count2,at_least_3CTvals_aftOut
04-12pm,WSSV,1e4_VP28.31t,1e+04,5,6.67937,5,keep,76,G4,6.624607,4,STD,keep,5,keep
04-12pm,WSSV,1e4_VP28.31t,1e+04,5,6.67937,5,keep,75,G3,6.67937,3,STD,keep,5,keep
04-12pm,WSSV,1e4_VP28.31t,1e+04,5,6.67937,5,keep,74,G2,6.51659,2,STD,keep,5,keep
04-12pm,WSSV,1e4_VP28.31t,1e+04,5,6.67937,5,keep,73,G1,6.7835083,1,STD,keep,5,keep
04-12pm,WSSV,1e4_VP28.31t,1e+04,5,6.67937,5,keep,77,G5,6.944227,5,STD,keep,5,keep
04-12pm,WSSV,1e5_VP28.31t,1e+05,5,5.8923755,5,keep,63,F3,5.8713603,3,STD,keep,5,keep
04-12pm,WSSV,1e5_VP28.31t,1e+05,5,5.8923755,5,keep,62,F2,5.8923755,2,STD,keep,5,keep
04-12pm,WSSV,1e5_VP28.31t,1e+05,5,5.8923755,5,keep,65,F5,5.9105964,5,STD,keep,5,keep
04-12pm,WSSV,1e5_VP28.31t,1e+05,5,5.8923755,5,keep,64,F4,5.76747,4,STD,keep,5,keep
04-12pm,WSSV,1e5_VP28.31t,1e+05,5,5.8923755,5,keep,61,F1,5.9357724,1,STD,keep,5,keep
04-12pm,WSSV,1e6_VP28.31t,1e+06,5,5.086751,5,keep,49,E1,5.2585816,1,STD,keep,5,keep
04-12pm,WSSV,1e6_VP28.31t,1e+06,5,5.086751,5,keep,51,E3,5.086751,3,STD,keep,5,keep
04-12pm,WSSV,1e6_VP28.31t,1e+06,5,5.086751,5,keep,50,E2,5.1938624,2,STD,keep,5,keep
04-12pm,WSSV,1e6_VP28.31t,1e+06,5,5.086751,5,keep,53,E5,4.999044,5,STD,keep,5,keep
04-12pm,WSSV,1e6_VP28.31t,1e+06,5,5.086751,5,keep,52,E4,5.0791645,4,STD,keep,5,keep
04-12pm,WSSV,1e7_VP28.31t,1e+07,5,4.646341,5,keep,40,D4,4.646341,4,STD,keep,5,keep
04-12pm,WSSV,1e7_VP28.31t,1e+07,5,4.646341,5,keep,41,D5,4.552951,5,STD,keep,5,keep
04-12pm,WSSV,1e7_VP28.31t,1e+07,5,4.646341,5,keep,37,D1,4.680119,1,STD,keep,5,keep
04-12pm,WSSV,1e7_VP28.31t,1e+07,5,4.646341,5,keep,38,D2,4.5363927,2,STD,keep,5,keep
04-12pm,WSSV,1e7_VP28.31t,1e+07,5,4.646341,5,keep,39,D3,4.7668886,3,STD,keep,5,keep
04-12pm,WSSV,1e8_VP28.31t,1e+08,5,3.7257829,5,keep,25,C1,3.9221113,1,STD,keep,5,keep
04-12pm,WSSV,1e8_VP28.31t,1e+08,5,3.7257829,5,keep,27,C3,3.7257829,3,STD,keep,5,keep
04-12pm,WSSV,1e8_VP28.31t,1e+08,5,3.7257829,5,keep,26,C2,3.6735687,2,STD,keep,5,keep
04-12pm,WSSV,1e8_VP28.31t,1e+08,5,3.7257829,5,keep,29,C5,3.9719863,5,STD,keep,5,keep
04-12pm,WSSV,1e8_VP28.31t,1e+08,5,3.7257829,5,keep,28,C4,3.5982845,4,STD,keep,5,keep
04-12pm,WSSV,1e9_VP28.31t,1e+09,5,3.0709167,5,keep,16,B4,3.0671623,4,STD,keep,5,keep
04-12pm,WSSV,1e9_VP28.31t,1e+09,5,3.0709167,5,keep,15,B3,3.0709167,3,STD,keep,5,keep
04-12pm,WSSV,1e9_VP28.31t,1e+09,5,3.0709167,5,keep,13,B1,3.1918728,1,STD,keep,5,keep
04-12pm,WSSV,1e9_VP28.31t,1e+09,5,3.0709167,5,keep,17,B5,3.0369234,5,STD,keep,5,keep
04-12pm,WSSV,1e9_VP28.31t,1e+09,5,3.0709167,5,keep,14,B2,3.0919673,2,STD,keep,5,keep
04-12pm,WSSV,Pvan008_VP28.31t,Pvan008,5,5.0092187,5,keep,24,B12,4.9654617,2,UNK,keep,5,keep
04-12pm,WSSV,Pvan008_VP28.31t,Pvan008,5,5.0092187,5,keep,60,E12,5.0168414,5,UNK,keep,5,keep
04-12pm,WSSV,Pvan008_VP28.31t,Pvan008,5,5.0092187,5,keep,12,A12,5.0092187,1,UNK,keep,5,keep
04-12pm,WSSV,Pvan008_VP28.31t,Pvan008,5,5.0092187,5,keep,36,C12,4.9443755,3,UNK,keep,5,keep
04-12pm,WSSV,Pvan008_VP28.31t,Pvan008,5,5.0092187,5,keep,48,D12,5.009246,4,UNK,keep,5,keep
04-12pm,WSSV,Pvan009_VP28.31t,Pvan009,5,5.844938,5,keep,83,G11,5.844938,3,UNK,keep,5,keep
04-12pm,WSSV,Pvan009_VP28.31t,Pvan009,5,5.844938,5,keep,71,F11,5.767047,1,UNK,keep,5,keep
04-12pm,WSSV,Pvan009_VP28.31t,Pvan009,5,5.844938,5,keep,84,G12,5.9307055,4,UNK,keep,5,keep
04-12pm,WSSV,Pvan009_VP28.31t,Pvan009,5,5.844938,5,keep,95,H11,5.7468204,5,UNK,keep,5,keep
04-12pm,WSSV,Pvan009_VP28.31t,Pvan009,5,5.844938,5,keep,72,F12,5.901352,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV20_VP28.31t,WSSV20,5,7.792329,5,keep,45,D9,7.778353,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV20_VP28.31t,WSSV20,5,7.792329,5,keep,46,D10,7.7641296,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV20_VP28.31t,WSSV20,5,7.792329,5,keep,43,D7,7.792329,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV20_VP28.31t,WSSV20,5,7.792329,5,keep,42,D6,7.912998,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV20_VP28.31t,WSSV20,5,7.792329,5,keep,44,D8,7.911053,3,UNK,keep,5,keep
04-12pm,WSSV,WSSV21_VP28.31t,WSSV21,5,5.512629,5,keep,55,E7,5.4824557,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV21_VP28.31t,WSSV21,5,5.512629,5,keep,54,E6,5.5828385,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV21_VP28.31t,WSSV21,5,5.512629,5,keep,56,E8,5.4287286,3,UNK,keep,5,keep
04-12pm,WSSV,WSSV21_VP28.31t,WSSV21,5,5.512629,5,keep,57,E9,5.512629,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV21_VP28.31t,WSSV21,5,5.512629,5,keep,58,E10,5.759232,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV22_VP28.31t,WSSV22,5,6.4452558,5,keep,69,F9,6.5166707,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV22_VP28.31t,WSSV22,5,6.4452558,5,keep,68,F8,6.4452558,3,UNK,keep,5,keep
04-12pm,WSSV,WSSV22_VP28.31t,WSSV22,5,6.4452558,5,keep,66,F6,6.2478414,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV22_VP28.31t,WSSV22,5,6.4452558,5,keep,67,F7,6.3358383,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV22_VP28.31t,WSSV22,5,6.4452558,5,keep,70,F10,6.4799232,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV23_VP28.31t,WSSV23,5,5.5211024,5,keep,81,G9,5.5211024,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV23_VP28.31t,WSSV23,5,5.5211024,5,keep,78,G6,5.5808625,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV23_VP28.31t,WSSV23,5,5.5211024,5,keep,79,G7,5.4220862,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV23_VP28.31t,WSSV23,5,5.5211024,5,keep,80,G8,5.4270673,3,UNK,keep,5,keep
04-12pm,WSSV,WSSV23_VP28.31t,WSSV23,5,5.5211024,5,keep,82,G10,5.6250033,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV24_VP28.31t,WSSV24,5,6.979985,5,keep,91,H7,7.474691,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV24_VP28.31t,WSSV24,5,6.979985,5,keep,93,H9,6.860068,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV24_VP28.31t,WSSV24,5,6.979985,5,keep,94,H10,6.979985,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV24_VP28.31t,WSSV24,5,6.979985,5,keep,90,H6,7.2151585,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV24_VP28.31t,WSSV24,5,6.979985,5,keep,92,H8,6.9224653,3,UNK,keep,5,keep
04-12pm,WSSV,WSSV25_VP28.31t,WSSV25,5,8.049933,5,keep,47,D11,8.638861,4,UNK,keep,5,keep
04-12pm,WSSV,WSSV25_VP28.31t,WSSV25,5,8.049933,5,keep,11,A11,7.976794,1,UNK,keep,5,keep
04-12pm,WSSV,WSSV25_VP28.31t,WSSV25,5,8.049933,5,keep,23,B11,8.069291,2,UNK,keep,5,keep
04-12pm,WSSV,WSSV25_VP28.31t,WSSV25,5,8.049933,5,keep,59,E11,8.049933,5,UNK,keep,5,keep
04-12pm,WSSV,WSSV25_VP28.31t,WSSV25,5,8.049933,5,keep,35,C11,7.185806,3,UNK,keep,5,keep
04-20,TSV,0.00E+00,0,5,NA,0,remove,39,D3,NA,3,STD,NA,NA,NA
04-20,TSV,0.00E+00,0,5,NA,0,remove,41,D5,NA,5,STD,NA,NA,NA
04-20,TSV,0.00E+00,0,5,NA,0,remove,37,D1,NA,1,STD,NA,NA,NA
04-20,TSV,0.00E+00,0,5,NA,0,remove,38,D2,NA,2,STD,NA,NA,NA
04-20,TSV,0.00E+00,0,5,NA,0,remove,40,D4,NA,4,STD,NA,NA,NA
04-20,TSV,1.00E+01,200,5,9.382399,5,keep,25,C1,9.382399,1,STD,keep,5,keep
04-20,TSV,1.00E+01,200,5,9.382399,5,keep,29,C5,9.3122425,5,STD,keep,5,keep
04-20,TSV,1.00E+01,200,5,9.382399,5,keep,28,C4,9.9047365,4,STD,keep,5,keep
04-20,TSV,1.00E+01,200,5,9.382399,5,keep,26,C2,10.040642,2,STD,keep,5,keep
04-20,TSV,1.00E+01,200,5,9.382399,5,keep,27,C3,9.037126,3,STD,keep,5,keep
04-20,TSV,1.00E+04,2e+05,5,5.8052225,5,keep,13,B1,5.6949086,1,STD,keep,5,keep
04-20,TSV,1.00E+04,2e+05,5,5.8052225,5,keep,16,B4,5.7911763,4,STD,keep,5,keep
04-20,TSV,1.00E+04,2e+05,5,5.8052225,5,keep,17,B5,5.9914494,5,STD,keep,5,keep
04-20,TSV,1.00E+04,2e+05,5,5.8052225,5,keep,14,B2,6.365414,2,STD,keep,5,keep
04-20,TSV,1.00E+04,2e+05,5,5.8052225,5,keep,15,B3,5.8052225,3,STD,keep,5,keep
04-20,TSV,1.00E+06,2e+07,5,4.8236904,5,keep,3,A3,4.8236904,3,STD,keep,5,keep
04-20,TSV,1.00E+06,2e+07,5,4.8236904,5,keep,4,A4,4.687422,4,STD,keep,5,keep
04-20,TSV,1.00E+06,2e+07,5,4.8236904,5,keep,5,A5,4.897501,5,STD,keep,5,keep
04-20,TSV,1.00E+06,2e+07,5,4.8236904,5,keep,2,A2,4.5386405,2,STD,keep,5,keep
04-20,TSV,1.00E+06,2e+07,5,4.8236904,5,keep,1,A1,4.838122,1,STD,keep,5,keep
04-20,TSV,SPF-1,SPF-1,5,NA,0,remove,6,A6,NA,1,UNK,NA,NA,NA
04-20,TSV,SPF-1,SPF-1,5,NA,0,remove,7,A7,NA,2,UNK,NA,NA,NA
04-20,TSV,SPF-1,SPF-1,5,NA,0,remove,9,A9,NA,4,UNK,NA,NA,NA
04-20,TSV,SPF-1,SPF-1,5,NA,0,remove,8,A8,NA,3,UNK,NA,NA,NA
04-20,TSV,SPF-1,SPF-1,5,NA,0,remove,10,A10,NA,5,UNK,NA,NA,NA
04-20,TSV,SPF-2,SPF-2,5,NA,0,remove,18,B6,NA,1,UNK,NA,NA,NA
04-20,TSV,SPF-2,SPF-2,5,NA,0,remove,19,B7,NA,2,UNK,NA,NA,NA
04-20,TSV,SPF-2,SPF-2,5,NA,0,remove,20,B8,NA,3,UNK,NA,NA,NA
04-20,TSV,SPF-2,SPF-2,5,NA,0,remove,21,B9,NA,4,UNK,NA,NA,NA
04-20,TSV,SPF-2,SPF-2,5,NA,0,remove,22,B10,NA,5,UNK,NA,NA,NA
04-20,TSV,SPF-3,SPF-3,5,NA,0,remove,30,C6,NA,1,UNK,NA,NA,NA
04-20,TSV,SPF-3,SPF-3,5,NA,0,remove,32,C8,NA,3,UNK,NA,NA,NA
04-20,TSV,SPF-3,SPF-3,5,NA,0,remove,31,C7,NA,2,UNK,NA,NA,NA
04-20,TSV,SPF-3,SPF-3,5,NA,0,remove,34,C10,NA,5,UNK,NA,NA,NA
04-20,TSV,SPF-3,SPF-3,5,NA,0,remove,33,C9,NA,4,UNK,NA,NA,NA
04-20,TSV,SPF-4,SPF-4,5,NA,0,remove,43,D7,NA,2,UNK,NA,NA,NA
04-20,TSV,SPF-4,SPF-4,5,NA,0,remove,42,D6,NA,1,UNK,NA,NA,NA
04-20,TSV,SPF-4,SPF-4,5,NA,0,remove,45,D9,NA,4,UNK,NA,NA,NA
04-20,TSV,SPF-4,SPF-4,5,NA,0,remove,46,D10,NA,5,UNK,NA,NA,NA
04-20,TSV,SPF-4,SPF-4,5,NA,0,remove,44,D8,NA,3,UNK,NA,NA,NA
04-20,TSV,SPF-5,SPF-5,5,NA,0,remove,56,E8,NA,3,UNK,NA,NA,NA
04-20,TSV,SPF-5,SPF-5,5,NA,0,remove,57,E9,NA,4,UNK,NA,NA,NA
04-20,TSV,SPF-5,SPF-5,5,NA,0,remove,54,E6,NA,1,UNK,NA,NA,NA
04-20,TSV,SPF-5,SPF-5,5,NA,0,remove,55,E7,NA,2,UNK,NA,NA,NA
04-20,TSV,SPF-5,SPF-5,5,NA,0,remove,58,E10,NA,5,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-04,WSSV PVAN-04,5,NA,0,remove,78,G6,NA,1,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-04,WSSV PVAN-04,5,NA,0,remove,79,G7,NA,2,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-04,WSSV PVAN-04,5,NA,0,remove,80,G8,NA,3,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-04,WSSV PVAN-04,5,NA,0,remove,81,G9,NA,4,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-04,WSSV PVAN-04,5,NA,0,remove,82,G10,NA,5,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-10,WSSV PVAN-10,5,NA,0,remove,68,F8,NA,3,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-10,WSSV PVAN-10,5,NA,0,remove,69,F9,NA,4,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-10,WSSV PVAN-10,5,NA,0,remove,66,F6,NA,1,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-10,WSSV PVAN-10,5,NA,0,remove,67,F7,NA,2,UNK,NA,NA,NA
04-20,TSV,WSSV PVAN-10,WSSV PVAN-10,5,NA,0,remove,70,F10,NA,5,UNK,NA,NA,NA
04-20,WSSV,1e1_VP28.31t,1e+01,5,NA,0,remove,22,B10,NA,5,STD,NA,NA,NA
04-20,WSSV,1e1_VP28.31t,1e+01,5,NA,0,remove,19,B7,NA,2,STD,NA,NA,NA
04-20,WSSV,1e1_VP28.31t,1e+01,5,NA,0,remove,20,B8,NA,3,STD,NA,NA,NA
04-20,WSSV,1e1_VP28.31t,1e+01,5,NA,0,remove,21,B9,NA,4,STD,NA,NA,NA
04-20,WSSV,1e1_VP28.31t,1e+01,5,NA,0,remove,18,B6,NA,1,STD,NA,NA,NA
04-20,WSSV,1e10_VP28.31t,1e+10,5,3.0308871,5,keep,2,A2,3.0447888,2,STD,keep,5,keep
04-20,WSSV,1e10_VP28.31t,1e+10,5,3.0308871,5,keep,3,A3,3.0308871,3,STD,keep,5,keep
04-20,WSSV,1e10_VP28.31t,1e+10,5,3.0308871,5,keep,4,A4,2.6596634,4,STD,keep,5,keep
04-20,WSSV,1e10_VP28.31t,1e+10,5,3.0308871,5,keep,5,A5,3.0402963,5,STD,keep,5,keep
04-20,WSSV,1e10_VP28.31t,1e+10,5,3.0308871,5,keep,1,A1,2.8081567,1,STD,keep,5,keep
04-20,WSSV,1e2_VP28.31t,1e+02,5,9.8185235,2,remove,10,A10,NA,5,STD,NA,NA,NA
04-20,WSSV,1e2_VP28.31t,1e+02,5,9.8185235,2,remove,9,A9,10.216505,4,STD,NA,NA,NA
04-20,WSSV,1e2_VP28.31t,1e+02,5,9.8185235,2,remove,6,A6,9.420542,1,STD,NA,NA,NA
04-20,WSSV,1e2_VP28.31t,1e+02,5,9.8185235,2,remove,7,A7,NA,2,STD,NA,NA,NA
04-20,WSSV,1e2_VP28.31t,1e+02,5,9.8185235,2,remove,8,A8,NA,3,STD,NA,NA,NA
04-20,WSSV,1e3_VP28.31t,1e+03,5,9.4334955,5,keep,89,H5,9.685852,5,STD,keep,2,remove
04-20,WSSV,1e3_VP28.31t,1e+03,5,9.4334955,5,keep,88,H4,12.309361,4,STD,remove,2,NA
04-20,WSSV,1e3_VP28.31t,1e+03,5,9.4334955,5,keep,87,H3,7.8245816,3,STD,remove,2,NA
04-20,WSSV,1e3_VP28.31t,1e+03,5,9.4334955,5,keep,85,H1,9.4334955,1,STD,keep,2,remove
04-20,WSSV,1e3_VP28.31t,1e+03,5,9.4334955,5,keep,86,H2,8.01483,2,STD,remove,2,NA
04-20,WSSV,1e4_VP28.31t,1e+04,5,7.6293964,5,keep,76,G4,7.8232994,4,STD,keep,5,keep
04-20,WSSV,1e4_VP28.31t,1e+04,5,7.6293964,5,keep,75,G3,7.098045,3,STD,keep,5,keep
04-20,WSSV,1e4_VP28.31t,1e+04,5,7.6293964,5,keep,77,G5,7.6293964,5,STD,keep,5,keep
04-20,WSSV,1e4_VP28.31t,1e+04,5,7.6293964,5,keep,73,G1,7.62847,1,STD,keep,5,keep
04-20,WSSV,1e4_VP28.31t,1e+04,5,7.6293964,5,keep,74,G2,7.962233,2,STD,keep,5,keep
04-20,WSSV,1e5_VP28.31t,1e+05,5,6.5436707,5,keep,63,F3,6.7401023,3,STD,keep,5,keep
04-20,WSSV,1e5_VP28.31t,1e+05,5,6.5436707,5,keep,64,F4,6.5436707,4,STD,keep,5,keep
04-20,WSSV,1e5_VP28.31t,1e+05,5,6.5436707,5,keep,62,F2,6.4862094,2,STD,keep,5,keep
04-20,WSSV,1e5_VP28.31t,1e+05,5,6.5436707,5,keep,61,F1,6.7133756,1,STD,keep,5,keep
04-20,WSSV,1e5_VP28.31t,1e+05,5,6.5436707,5,keep,65,F5,6.267723,5,STD,keep,5,keep
04-20,WSSV,1e6_VP28.31t,1e+06,5,5.8075767,5,keep,53,E5,5.7905955,5,STD,keep,5,keep
04-20,WSSV,1e6_VP28.31t,1e+06,5,5.8075767,5,keep,52,E4,5.7958593,4,STD,keep,5,keep
04-20,WSSV,1e6_VP28.31t,1e+06,5,5.8075767,5,keep,51,E3,5.8075767,3,STD,keep,5,keep
04-20,WSSV,1e6_VP28.31t,1e+06,5,5.8075767,5,keep,50,E2,5.819519,2,STD,keep,5,keep
04-20,WSSV,1e6_VP28.31t,1e+06,5,5.8075767,5,keep,49,E1,5.8980308,1,STD,keep,5,keep
04-20,WSSV,1e7_VP28.31t,1e+07,5,4.933358,5,keep,41,D5,4.8501096,5,STD,keep,5,keep
04-20,WSSV,1e7_VP28.31t,1e+07,5,4.933358,5,keep,38,D2,4.933358,2,STD,keep,5,keep
04-20,WSSV,1e7_VP28.31t,1e+07,5,4.933358,5,keep,39,D3,5.017438,3,STD,keep,5,keep
04-20,WSSV,1e7_VP28.31t,1e+07,5,4.933358,5,keep,37,D1,5.2111874,1,STD,keep,5,keep
04-20,WSSV,1e7_VP28.31t,1e+07,5,4.933358,5,keep,40,D4,4.9329014,4,STD,keep,5,keep
04-20,WSSV,1e8_VP28.31t,1e+08,5,4.3847766,5,keep,27,C3,4.386524,3,STD,keep,5,keep
04-20,WSSV,1e8_VP28.31t,1e+08,5,4.3847766,5,keep,25,C1,4.4137177,1,STD,keep,5,keep
04-20,WSSV,1e8_VP28.31t,1e+08,5,4.3847766,5,keep,29,C5,4.363333,5,STD,keep,5,keep
04-20,WSSV,1e8_VP28.31t,1e+08,5,4.3847766,5,keep,26,C2,4.3847766,2,STD,keep,5,keep
04-20,WSSV,1e8_VP28.31t,1e+08,5,4.3847766,5,keep,28,C4,4.135661,4,STD,keep,5,keep
04-20,WSSV,1e9_VP28.31t,1e+09,5,3.568396,5,keep,16,B4,3.568396,4,STD,keep,5,keep
04-20,WSSV,1e9_VP28.31t,1e+09,5,3.568396,5,keep,13,B1,3.7900407,1,STD,keep,5,keep
04-20,WSSV,1e9_VP28.31t,1e+09,5,3.568396,5,keep,17,B5,3.4646823,5,STD,keep,5,keep
04-20,WSSV,1e9_VP28.31t,1e+09,5,3.568396,5,keep,14,B2,3.8442287,2,STD,keep,5,keep
04-20,WSSV,1e9_VP28.31t,1e+09,5,3.568396,5,keep,15,B3,3.5091639,3,STD,keep,5,keep
04-20,WSSV,Pvan009_VP28.31t,Pvan009,5,5.5581713,5,keep,35,C11,5.5581713,3,UNK,keep,5,keep
04-20,WSSV,Pvan009_VP28.31t,Pvan009,5,5.5581713,5,keep,47,D11,5.671071,4,UNK,keep,5,keep
04-20,WSSV,Pvan009_VP28.31t,Pvan009,5,5.5581713,5,keep,59,E11,5.548077,5,UNK,keep,5,keep
04-20,WSSV,Pvan009_VP28.31t,Pvan009,5,5.5581713,5,keep,11,A11,5.748868,1,UNK,keep,5,keep
04-20,WSSV,Pvan009_VP28.31t,Pvan009,5,5.5581713,5,keep,23,B11,5.5553327,2,UNK,keep,5,keep
04-20,WSSV,Pvan010_VP28.31t,Pvan010,5,5.1612163,5,keep,12,A12,5.1612163,1,UNK,keep,5,keep
04-20,WSSV,Pvan010_VP28.31t,Pvan010,5,5.1612163,5,keep,48,D12,5.170355,4,UNK,keep,5,keep
04-20,WSSV,Pvan010_VP28.31t,Pvan010,5,5.1612163,5,keep,36,C12,5.1496806,3,UNK,keep,5,keep
04-20,WSSV,Pvan010_VP28.31t,Pvan010,5,5.1612163,5,keep,24,B12,5.2354736,2,UNK,keep,5,keep
04-20,WSSV,Pvan010_VP28.31t,Pvan010,5,5.1612163,5,keep,60,E12,5.0852633,5,UNK,keep,5,keep
04-20,WSSV,SPF1_VP28.31t,SPF1,5,9.052548,1,remove,84,G12,NA,4,UNK,NA,NA,NA
04-20,WSSV,SPF1_VP28.31t,SPF1,5,9.052548,1,remove,95,H11,NA,5,UNK,NA,NA,NA
04-20,WSSV,SPF1_VP28.31t,SPF1,5,9.052548,1,remove,71,F11,9.052548,1,UNK,NA,NA,NA
04-20,WSSV,SPF1_VP28.31t,SPF1,5,9.052548,1,remove,83,G11,NA,3,UNK,NA,NA,NA
04-20,WSSV,SPF1_VP28.31t,SPF1,5,9.052548,1,remove,72,F12,NA,2,UNK,NA,NA,NA
04-20,WSSV,WSSV1_VP28.31t,WSSV1,5,8.807403,5,keep,43,D7,9.092809,2,UNK,keep,4,keep
04-20,WSSV,WSSV1_VP28.31t,WSSV1,5,8.807403,5,keep,45,D9,8.082139,4,UNK,keep,4,keep
04-20,WSSV,WSSV1_VP28.31t,WSSV1,5,8.807403,5,keep,46,D10,8.807403,5,UNK,keep,4,keep
04-20,WSSV,WSSV1_VP28.31t,WSSV1,5,8.807403,5,keep,44,D8,10.241178,3,UNK,remove,4,NA
04-20,WSSV,WSSV1_VP28.31t,WSSV1,5,8.807403,5,keep,42,D6,8.721856,1,UNK,keep,4,keep
04-20,WSSV,WSSV2_VP28.31t,WSSV2,5,7.674797,3,keep,55,E7,NA,2,UNK,NA,2,NA
04-20,WSSV,WSSV2_VP28.31t,WSSV2,5,7.674797,3,keep,54,E6,10.050723,1,UNK,remove,2,NA
04-20,WSSV,WSSV2_VP28.31t,WSSV2,5,7.674797,3,keep,58,E10,7.159301,5,UNK,keep,2,remove
04-20,WSSV,WSSV2_VP28.31t,WSSV2,5,7.674797,3,keep,56,E8,7.674797,3,UNK,keep,2,remove
04-20,WSSV,WSSV2_VP28.31t,WSSV2,5,7.674797,3,keep,57,E9,NA,4,UNK,NA,2,NA
04-20,WSSV,WSSV3_VP28.31t,WSSV3,5,9.291928,5,keep,66,F6,8.535807,1,UNK,keep,3,keep
04-20,WSSV,WSSV3_VP28.31t,WSSV3,5,9.291928,5,keep,69,F9,8.540708,4,UNK,keep,3,keep
04-20,WSSV,WSSV3_VP28.31t,WSSV3,5,9.291928,5,keep,70,F10,9.291928,5,UNK,keep,3,keep
04-20,WSSV,WSSV3_VP28.31t,WSSV3,5,9.291928,5,keep,67,F7,17.031782,2,UNK,remove,3,NA
04-20,WSSV,WSSV3_VP28.31t,WSSV3,5,9.291928,5,keep,68,F8,17.180334,3,UNK,remove,3,NA
04-20,WSSV,WSSV4_VP28.31t,WSSV4,5,9.011654,5,keep,82,G10,8.890555,5,UNK,keep,4,keep
04-20,WSSV,WSSV4_VP28.31t,WSSV4,5,9.011654,5,keep,79,G7,7.9237347,2,UNK,remove,4,NA
04-20,WSSV,WSSV4_VP28.31t,WSSV4,5,9.011654,5,keep,78,G6,9.587712,1,UNK,keep,4,keep
04-20,WSSV,WSSV4_VP28.31t,WSSV4,5,9.011654,5,keep,80,G8,9.011654,3,UNK,keep,4,keep
04-20,WSSV,WSSV4_VP28.31t,WSSV4,5,9.011654,5,keep,81,G9,9.964318,4,UNK,keep,4,keep
04-20,WSSV,WSSV6_VP28.31t,WSSV6,5,9.358341,5,keep,92,H8,10.288628,3,UNK,keep,2,remove
04-20,WSSV,WSSV6_VP28.31t,WSSV6,5,9.358341,5,keep,91,H7,12.137873,2,UNK,remove,2,NA
04-20,WSSV,WSSV6_VP28.31t,WSSV6,5,9.358341,5,keep,93,H9,8.22371,4,UNK,remove,2,NA
04-20,WSSV,WSSV6_VP28.31t,WSSV6,5,9.358341,5,keep,94,H10,8.260454,5,UNK,remove,2,NA
04-20,WSSV,WSSV6_VP28.31t,WSSV6,5,9.358341,5,keep,90,H6,9.358341,1,UNK,keep,2,remove
04-21,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,41,D5,NA,5,STD,NA,NA,NA
04-21,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,40,D4,NA,4,STD,NA,NA,NA
04-21,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,37,D1,NA,1,STD,NA,NA,NA
04-21,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,38,D2,NA,2,STD,NA,NA,NA
04-21,WSSV,1e2_VP28.31t,1e+02,5,NA,0,remove,39,D3,NA,3,STD,NA,NA,NA
04-21,WSSV,1e3_VP28.31t,1e+03,5,10.038132,3,keep,27,C3,12.991221,3,STD,remove,1,NA
04-21,WSSV,1e3_VP28.31t,1e+03,5,10.038132,3,keep,25,C1,10.038132,1,STD,keep,1,remove
04-21,WSSV,1e3_VP28.31t,1e+03,5,10.038132,3,keep,26,C2,NA,2,STD,NA,1,NA
04-21,WSSV,1e3_VP28.31t,1e+03,5,10.038132,3,keep,28,C4,8.622764,4,STD,remove,1,NA
04-21,WSSV,1e3_VP28.31t,1e+03,5,10.038132,3,keep,29,C5,NA,5,STD,NA,1,NA
04-21,WSSV,1e4_VP28.31t,1e+04,5,8.622886,5,keep,17,B5,8.656595,5,STD,keep,4,keep
04-21,WSSV,1e4_VP28.31t,1e+04,5,8.622886,5,keep,13,B1,9.682654,1,STD,remove,4,NA
