* Barcode = NA
* Block Type = Fast 96-Well Block (0.1mL)
* Calibration Background is expired  = No
* Calibration Background performed on = 02-18-2022
* Calibration Normalization FAM-ROX is expired = Yes
* Calibration Normalization FAM-ROX performed on = 01-27-2021
* Calibration Normalization VIC-ROX is expired = Yes
* Calibration Normalization VIC-ROX performed on = 01-27-2021
* Calibration Pure Dye FAM is expired = Yes
* Calibration Pure Dye FAM performed on = 01-27-2021
* Calibration Pure Dye ROX is expired = Yes
* Calibration Pure Dye ROX performed on = 01-27-2021
* Calibration Pure Dye VIC is expired = Yes
* Calibration Pure Dye VIC performed on = 01-27-2021
* Calibration ROI is expired  = No
* Calibration ROI performed on = 02-18-2022
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on = 01-27-2021
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 02-23-2022 13:02:58 PM EST
* Date Modified = 02-23-2022 16:36:10 PM EST
* Experiment File Name = E:\2022-02-22 TSV high-low background.eds
* Experiment Name = 2022-02-22 TSV high-low background
* Experiment Run Start Time = 02-23-2022 23:14:49 PM EST
* Experiment Run Stop Time = 02-24-2022 00:48:46 AM EST
* Experiment Type = Standard Curve
* Instrument Name = 285881139
* Instrument Serial Number = 285881139
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 1, Step 1
* User Name = NA

[Multicomponent Data]
Well	Well Position	Cycle	ROX	FAM	VIC
13	      B1	7	71,375.578	3,830,594.250	535,028.062
14	      B2	7	72,695.219	3,882,861.000	561,510.812
15	      B3	7	71,063.172	3,791,332.000	554,168.438
16	      B4	7	64,744.617	3,609,376.000	533,420.250
17	      B5	7	110,509.016	3,524,104.500	820,084.562
18	      B6	7	80,811.266	3,565,285.250	557,810.625
19	      B7	7			
20	      B8	7			
21	      B9	7			
22	      B10	7			
23	      B11	7			
24	      B12	7			
25	      C1	7	72,687.570	3,764,954.750	508,435.156
26	      C2	7	71,047.977	3,807,211.000	553,736.875
27	      C3	7	71,490.938	3,646,191.500	471,037.625
28	      C4	7	72,171.172	3,763,382.750	505,985.969
29	      C5	7	66,942.992	3,474,047.250	497,188.688
30	      C6	7	67,573.086	3,476,094.000	494,880.656
31	      C7	7			
32	      C8	7			
33	      C9	7			
34	      C10	7			
35	      C11	7			
36	      C12	7			
37	      D1	7	67,508.258	3,449,578.250	453,047.062
38	      D2	7	56,942.121	3,579,457.000	424,903.688
39	      D3	7	60,444.805	3,465,691.500	418,940.938
40	      D4	7	69,337.562	3,251,976.750	524,027.781
41	      D5	7	60,855.543	3,366,765.000	446,592.344
42	      D6	7	63,761.789	3,368,127.250	466,984.375
43	      D7	7			
44	      D8	7			
45	      D9	7			
46	      D10	7			
47	      D11	7			
48	      D12	7			
49	      E1	7	70,149.773	3,653,519.750	458,654.969
50	      E2	7	66,652.852	3,190,248.250	504,966.656
51	      E3	7	71,127.969	3,196,812.500	511,070.594
52	      E4	7	63,708.082	3,106,270.500	492,379.062
53	      E5	7	69,875.703	3,211,809.250	514,305.094
54	      E6	7	71,212.445	3,286,556.500	514,858.406
55	      E7	7			
56	      E8	7			
57	      E9	7			
58	      E10	7			
59	      E11	7			
60	      E12	7			
61	      F1	7	64,381.520	3,734,266.750	428,624.469
62	      F2	7	64,325.504	3,513,709.250	489,869.562
63	      F3	7	65,153.887	3,369,091.000	432,508.562
64	      F4	7			
65	      F5	7			
66	      F6	7			
67	      F7	7			
68	      F8	7			
69	      F9	7			
70	      F10	7			
71	      F11	7			
72	      F12	7			
73	      G1	7	40,411.375	3,275,442.250	381,484.031
74	      G2	7	65,787.273	3,369,871.500	419,826.875
75	      G3	7	62,577.215	3,265,464.250	421,193.562
76	      G4	7			
77	      G5	7			
78	      G6	7			
79	      G7	7			
80	      G8	7			
81	      G9	7			
82	      G10	7			
83	      G11	7			
84	      G12	7			
85	      H1	7	17,992.650	3,312,163.500	421,709.156
86	      H2	7	59,654.070	3,081,569.000	451,897.812
87	      H3	7	90,515.586	3,226,866.250	458,117.219
88	      H4	7			
89	      H5	7			
90	      H6	7			
91	      H7	7			
92	      H8	7			
93	      H9	7			
94	      H10	7			
95	      H11	7			
96	      H12	7			
1	      A1	8	76,903.617	4,032,345.250	579,462.312
2	      A2	8	75,823.727	4,105,672.750	572,270.938
3	      A3	8	82,322.188	4,284,585.000	632,581.062
4	      A4	8	80,141.000	4,163,781.750	640,640.438
5	      A5	8	85,623.156	4,248,550.000	648,737.188
6	      A6	8	91,708.648	4,200,492.000	645,486.812
7	      A7	8			
8	      A8	8			
9	      A9	8			
10	      A10	8			
11	      A11	8			
12	      A12	8			
13	      B1	8	74,655.539	4,306,252.000	573,510.250
14	      B2	8	76,239.695	4,366,275.500	611,589.438
15	      B3	8	74,744.453	4,270,876.000	606,287.125
16	      B4	8	69,157.797	4,089,597.000	588,129.250
17	      B5	8	115,940.492	3,960,065.000	877,680.375
18	      B6	8	84,179.688	4,009,345.250	595,198.062
19	      B7	8			
20	      B8	8			
21	      B9	8			
22	      B10	8			
23	      B11	8			
24	      B12	8			
25	      C1	8	75,039.328	4,220,487.000	543,430.938
26	      C2	8	72,743.312	4,260,600.000	585,064.188
27	      C3	8	73,884.680	4,075,319.500	501,724.062
28	      C4	8	76,618.938	4,256,818.500	559,865.250
29	      C5	8	71,847.516	3,923,137.750	544,686.875
30	      C6	8	70,636.812	3,904,025.500	533,582.625
31	      C7	8			
32	      C8	8			
33	      C9	8			
34	      C10	8			
35	      C11	8			
36	      C12	8			
37	      D1	8	68,602.141	3,863,078.250	476,077.000
38	      D2	8	58,550.781	4,016,986.250	455,004.594
39	      D3	8	62,185.555	3,881,330.750	441,317.844
40	      D4	8	72,472.477	3,658,488.000	569,524.312
41	      D5	8	65,013.379	3,798,557.500	492,118.844
42	      D6	8	67,613.609	3,792,523.500	509,137.125
43	      D7	8			
44	      D8	8			
45	      D9	8			
46	      D10	8			
47	      D11	8			
48	      D12	8			
49	      E1	8	71,113.281	4,064,661.250	472,361.562
50	      E2	8	67,484.797	3,552,742.500	528,308.438
51	      E3	8	72,458.164	3,554,928.250	531,400.812
52	      E4	8	65,780.414	3,473,104.250	524,850.625
53	      E5	8	71,894.625	3,587,353.750	545,329.000
54	      E6	8	74,453.344	3,685,740.000	555,071.312
55	      E7	8			
56	      E8	8			
57	      E9	8			
58	      E10	8			
59	      E11	8			
60	      E12	8			
61	      F1	8	63,669.410	4,141,727.750	431,589.594
62	      F2	8	63,008.711	3,892,485.000	494,789.781
63	      F3	8	64,204.719	3,728,248.500	436,077.344
64	      F4	8			
65	      F5	8			
66	      F6	8			
67	      F7	8			
68	      F8	8			
69	      F9	8			
70	      F10	8			
71	      F11	8			
72	      F12	8			
73	      G1	8	38,913.664	3,640,126.500	383,952.250
74	      G2	8	65,502.605	3,739,920.250	423,040.938
75	      G3	8	62,359.770	3,619,596.250	425,605.406
76	      G4	8			
77	      G5	8			
78	      G6	8			
79	      G7	8			
80	      G8	8			
81	      G9	8			
82	      G10	8			
83	      G11	8			
84	      G12	8			
85	      H1	8	16,849.014	3,676,943.750	427,973.344
86	      H2	8	59,090.648	3,422,915.750	459,989.562
87	      H3	8	89,974.797	3,578,412.250	463,799.750
88	      H4	8			
89	      H5	8			
90	      H6	8			
91	      H7	8			
92	      H8	8			
93	      H9	8			
94	      H10	8			
95	      H11	8			
96	      H12	8			
1	      A1	9	88,121.156	4,630,239.000	706,502.875
2	      A2	9	90,579.523	4,816,529.500	736,369.375
3	      A3	9	99,013.258	5,015,000.000	817,943.188
4	      A4	9	99,526.445	4,992,140.500	851,297.062
5	      A5	9	101,552.812	4,997,975.000	823,333.875
6	      A6	9	107,615.078	4,942,337.000	817,463.438
7	      A7	9			
8	      A8	9			
9	      A9	9			
10	      A10	9			
11	      A11	9			
12	      A12	9			
13	      B1	9	88,687.695	4,990,170.500	723,601.188
14	      B2	9	95,141.156	5,136,338.000	814,197.750
15	      B3	9	93,405.297	5,031,650.500	806,190.375
16	      B4	9	87,986.148	4,862,131.500	779,830.000
17	      B5	9	131,039.969	4,578,868.000	1,028,932.375
18	      B6	9	97,944.125	4,620,297.500	725,834.438
19	      B7	9			
20	      B8	9			
21	      B9	9			
22	      B10	9			
23	      B11	9			
24	      B12	9			
25	      C1	9	88,775.727	4,872,549.000	685,438.750
26	      C2	9	84,364.977	4,845,245.500	709,042.250
27	      C3	9	87,872.000	4,665,654.500	636,189.625
28	      C4	9	95,447.438	5,041,131.500	746,725.062
29	      C5	9	90,590.047	4,602,596.000	714,972.625
30	      C6	9	85,237.344	4,504,230.500	675,994.125
31	      C7	9			
32	      C8	9			
33	      C9	9			
34	      C10	9			
35	      C11	9			
36	      C12	9			
37	      D1	9	78,119.477	4,388,851.500	575,047.312
38	      D2	9	70,004.695	4,628,469.500	582,683.625
39	      D3	9	72,914.172	4,433,412.000	548,753.500
40	      D4	9	88,263.023	4,240,621.500	739,806.250
41	      D5	9	81,592.664	4,432,024.500	655,575.250
42	      D6	9	83,241.094	4,413,545.000	668,398.938
43	      D7	9			
44	      D8	9			
45	      D9	9			
46	      D10	9			
47	      D11	9			
48	      D12	9			
49	      E1	9	77,324.336	4,530,649.500	539,649.812
50	      E2	9	76,216.703	4,004,470.500	632,013.375
51	      E3	9	80,560.055	3,961,066.250	619,504.812
52	      E4	9	77,451.523	3,952,844.250	651,140.500
53	      E5	9	84,089.961	4,078,921.500	675,515.812
54	      E6	9	89,122.961	4,230,173.000	706,707.312
55	      E7	9			
56	      E8	9			
57	      E9	9			
58	      E10	9			
59	      E11	9			
60	      E12	9			
61	      F1	9	62,955.672	4,522,062.500	435,366.406
62	      F2	9	62,470.164	4,241,907.500	498,594.094
63	      F3	9	63,847.770	4,062,691.000	440,514.156
64	      F4	9			
65	      F5	9			
66	      F6	9			
67	      F7	9			
68	      F8	9			
69	      F9	9			
70	      F10	9			
71	      F11	9			
72	      F12	9			
73	      G1	9	37,363.742	3,977,400.500	387,504.938
74	      G2	9	65,295.641	4,083,539.500	427,542.562
75	      G3	9	62,175.078	3,952,722.250	430,819.000
76	      G4	9			
77	      G5	9			
78	      G6	9			
79	      G7	9			
80	      G8	9			
81	      G9	9			
82	      G10	9			
83	      G11	9			
84	      G12	9			
85	      H1	9	15,322.784	4,020,716.750	433,987.031
86	      H2	9	58,709.070	3,745,298.500	468,280.688
87	      H3	9	89,266.500	3,906,894.000	470,066.062
88	      H4	9			
89	      H5	9			
90	      H6	9			
91	      H7	9			
92	      H8	9			
93	      H9	9			
94	      H10	9			
95	      H11	9			
96	      H12	9			
1	      A1	10	122,606.906	5,830,068.000	1,064,199.625
2	      A2	10	129,557.516	6,277,917.000	1,149,075.250
3	      A3	10	142,446.312	6,483,326.000	1,272,124.250
4	      A4	10	142,830.000	6,614,284.500	1,311,884.625
5	      A5	10	138,780.703	6,441,099.500	1,212,634.125
6	      A6	10	146,228.766	6,373,067.500	1,207,428.750
7	      A7	10			
8	      A8	10			
9	      A9	10			
10	      A10	10			
11	      A11	10			
12	      A12	10			
13	      B1	10	131,480.969	6,391,724.000	1,151,377.250
14	      B2	10	148,326.781	6,757,215.000	1,351,479.375
15	      B3	10	140,806.953	6,570,715.500	1,290,243.125
16	      B4	10	130,250.281	6,341,659.500	1,202,425.375
17	      B5	10	167,833.016	5,713,956.000	1,378,273.375
18	      B6	10	136,108.078	5,789,126.000	1,089,060.500
19	      B7	10			
20	      B8	10			
21	      B9	10			
22	      B10	10			
23	      B11	10			
24	      B12	10			
25	      C1	10	130,854.641	6,217,572.500	1,099,978.750
26	      C2	10	122,542.812	5,933,948.000	1,092,440.500
27	      C3	10	128,534.945	5,804,409.000	1,009,199.375
28	      C4	10	133,828.422	6,476,602.500	1,115,679.500
29	      C5	10	132,851.109	5,868,164.000	1,096,545.750
30	      C6	10	120,375.383	5,571,578.000	1,011,519.562
31	      C7	10			
32	      C8	10			
33	      C9	10			
34	      C10	10			
35	      C11	10			
36	      C12	10			
37	      D1	10	109,215.648	5,367,783.500	883,595.812
38	      D2	10	100,413.125	5,758,045.500	902,472.000
39	      D3	10	105,886.359	5,469,823.500	861,045.688
40	      D4	10	124,798.109	5,267,190.000	1,108,823.000
41	      D5	10	114,912.922	5,536,053.000	972,022.625
42	      D6	10	118,446.883	5,511,640.500	1,006,091.125
43	      D7	10			
44	      D8	10			
45	      D9	10			
46	      D10	10			
47	      D11	10			
48	      D12	10			
49	      E1	10	103,683.922	5,336,100.000	798,962.688
50	      E2	10	106,617.711	4,805,247.500	950,509.188
51	      E3	10	107,027.289	4,606,438.500	879,126.062
52	      E4	10	106,146.328	4,760,777.000	945,271.562
53	      E5	10	116,681.102	4,920,104.000	1,002,642.938
54	      E6	10	120,754.438	5,152,851.500	1,022,236.875
55	      E7	10			
56	      E8	10			
57	      E9	10			
58	      E10	10			
59	      E11	10			
60	      E12	10			
61	      F1	10	62,789.492	4,878,509.500	439,046.344
62	      F2	10	62,219.082	4,569,869.500	504,053.000
63	      F3	10	63,829.117	4,375,892.000	444,474.719
64	      F4	10			
65	      F5	10			
66	      F6	10			
67	      F7	10			
68	      F8	10			
69	      F9	10			
70	      F10	10			
71	      F11	10			
72	      F12	10			
73	      G1	10	36,363.168	4,291,399.000	390,903.125
74	      G2	10	65,176.500	4,404,533.500	431,875.750
75	      G3	10	62,162.371	4,262,215.000	435,646.375
76	      G4	10			
77	      G5	10			
78	      G6	10			
79	      G7	10			
80	      G8	10			
81	      G9	10			
82	      G10	10			
83	      G11	10			
84	      G12	10			
85	      H1	10	13,830.251	4,335,785.000	440,049.250
86	      H2	10	58,368.535	4,046,046.500	475,797.469
87	      H3	10	88,452.719	4,212,880.500	475,182.406
88	      H4	10			
89	      H5	10			
90	      H6	10			
91	      H7	10			
92	      H8	10			
93	      H9	10			
94	      H10	10			
95	      H11	10			
96	      H12	10			
1	      A1	11	176,107.656	7,951,097.500	1,612,434.250
2	      A2	11	185,520.547	8,690,403.000	1,745,063.000
3	      A3	11	204,306.344	8,857,833.000	1,917,380.625
4	      A4	11	202,860.047	9,096,914.000	1,950,607.375
5	      A5	11	188,897.859	8,651,714.000	1,726,325.125
6	      A6	11	201,806.594	8,643,699.000	1,761,502.375
7	      A7	11			
8	      A8	11			
9	      A9	11			
10	      A10	11			
11	      A11	11			
12	      A12	11			
13	      B1	11	200,798.766	8,898,250.000	1,842,642.500
14	      B2	11	225,402.172	9,482,281.000	2,125,347.750
15	      B3	11	208,041.188	9,053,422.000	1,973,030.250
16	      B4	11	190,094.516	8,617,848.000	1,799,110.750
17	      B5	11	221,084.688	7,541,937.000	1,895,205.500
18	      B6	11	201,651.719	7,860,929.000	1,693,312.375
19	      B7	11			
20	      B8	11			
21	      B9	11			
22	      B10	11			
23	      B11	11			
24	      B12	11			
25	      C1	11	197,670.672	8,609,443.000	1,752,560.375
26	      C2	11	189,693.875	7,913,403.000	1,762,454.750
27	      C3	11	189,817.234	7,700,656.500	1,562,244.875
28	      C4	11	180,963.922	8,500,742.000	1,571,845.875
29	      C5	11	196,094.578	7,845,237.000	1,659,384.000
30	      C6	11	173,201.750	7,231,981.000	1,508,177.500
31	      C7	11			
32	      C8	11			
33	      C9	11			
34	      C10	11			
35	      C11	11			
36	      C12	11			
37	      D1	11	164,486.781	7,176,661.500	1,421,576.875
38	      D2	11	145,218.266	7,561,192.500	1,361,958.375
39	      D3	11	158,903.516	7,232,387.000	1,358,538.625
40	      D4	11	171,199.906	6,761,978.000	1,574,727.250
41	      D5	11	152,883.547	7,061,601.500	1,332,354.375
42	      D6	11	164,221.453	7,111,138.000	1,442,859.125
43	      D7	11			
44	      D8	11			
45	      D9	11			
46	      D10	11			
47	      D11	11			
48	      D12	11			
49	      E1	11	157,138.297	6,858,775.000	1,307,444.375
50	      E2	11	156,281.984	6,192,350.500	1,462,223.000
51	      E3	11	150,298.797	5,686,026.500	1,293,501.625
52	      E4	11	147,375.859	5,980,085.500	1,357,386.750
53	      E5	11	160,759.172	6,186,102.500	1,439,842.625
54	      E6	11	159,942.719	6,438,079.000	1,411,959.875
55	      E7	11			
56	      E8	11			
57	      E9	11			
58	      E10	11			
59	      E11	11			
60	      E12	11			
61	      F1	11	62,762.164	5,208,887.000	441,692.562
62	      F2	11	61,707.223	4,877,748.500	510,134.750
63	      F3	11	63,898.324	4,663,803.500	449,318.875
64	      F4	11			
65	      F5	11			
66	      F6	11			
67	      F7	11			
68	      F8	11			
69	      F9	11			
70	      F10	11			
71	      F11	11			
72	      F12	11			
73	      G1	11	35,373.211	4,585,406.500	394,518.094
74	      G2	11	65,026.926	4,702,220.000	436,101.625
75	      G3	11	62,296.145	4,546,962.000	440,161.500
76	      G4	11			
77	      G5	11			
78	      G6	11			
79	      G7	11			
80	      G8	11			
81	      G9	11			
82	      G10	11			
83	      G11	11			
84	      G12	11			
85	      H1	11	12,612.884	4,631,175.500	446,585.219
86	      H2	11	57,941.906	4,326,600.500	483,419.438
87	      H3	11	88,138.102	4,501,436.500	479,878.406
88	      H4	11			
89	      H5	11			
90	      H6	11			
91	      H7	11			
92	      H8	11			
93	      H9	11			
94	      H10	11			
95	      H11	11			
96	      H12	11			
1	      A1	12	229,700.906	10,660,479.000	2,175,650.250
2	      A2	12	245,265.594	11,722,809.000	2,393,290.000
3	      A3	12	273,100.219	11,801,017.000	2,637,295.250
4	      A4	12	265,156.188	12,112,973.000	2,612,656.000
5	      A5	12	243,735.281	11,349,580.000	2,300,313.250
6	      A6	12	266,676.781	11,561,660.000	2,416,041.500
7	      A7	12			
8	      A8	12			
9	      A9	12			
10	      A10	12			
11	      A11	12			
12	      A12	12			
13	      B1	12	272,086.656	12,152,328.000	2,555,350.000
14	      B2	12	293,373.844	12,794,984.000	2,830,995.750
15	      B3	12	276,135.781	12,129,568.000	2,674,447.250
16	      B4	12	259,734.078	11,464,908.000	2,485,943.500
17	      B5	12	285,228.688	9,899,608.000	2,522,183.750
18	      B6	12	276,206.062	10,684,965.000	2,383,478.250
19	      B7	12			
20	      B8	12			
21	      B9	12			
22	      B10	12			
23	      B11	12			
24	      B12	12			
25	      C1	12	264,619.719	11,716,511.000	2,412,932.500
26	      C2	12	268,297.562	10,699,935.000	2,540,587.750
27	      C3	12	259,289.188	10,113,819.000	2,189,481.000
28	      C4	12	239,139.734	10,920,223.000	2,131,941.500
29	      C5	12	270,867.719	10,418,801.000	2,314,329.250
30	      C6	12	239,398.781	9,411,351.000	2,126,466.750
31	      C7	12			
32	      C8	12			
33	      C9	12			
34	      C10	12			
35	      C11	12			
36	      C12	12			
37	      D1	12	229,699.719	9,728,046.000	2,062,260.625
38	      D2	12	200,331.469	9,898,847.000	1,930,361.500
39	      D3	12	225,379.391	9,626,904.000	1,983,935.375
40	      D4	12	225,410.109	8,580,639.000	2,118,787.750
41	      D5	12	193,997.750	8,829,614.000	1,729,959.125
42	      D6	12	218,992.922	9,081,795.000	1,971,474.750
43	      D7	12			
44	      D8	12			
45	      D9	12			
46	      D10	12			
47	      D11	12			
48	      D12	12			
49	      E1	12	219,390.984	9,038,570.000	1,906,093.250
50	      E2	12	218,134.453	8,109,615.500	2,103,576.750
51	      E3	12	205,229.469	7,180,532.500	1,815,082.000
52	      E4	12	201,540.953	7,560,614.500	1,896,431.750
53	      E5	12	214,416.516	7,766,714.000	1,970,952.500
54	      E6	12	211,798.188	7,998,211.500	1,917,083.625
55	      E7	12			
56	      E8	12			
57	      E9	12			
58	      E10	12			
59	      E11	12			
60	      E12	12			
61	      F1	12	62,765.547	5,517,173.500	446,692.906
62	      F2	12	61,582.570	5,165,956.000	516,512.812
63	      F3	12	64,439.320	4,939,495.500	462,110.750
64	      F4	12			
65	      F5	12			
66	      F6	12			
67	      F7	12			
68	      F8	12			
69	      F9	12			
70	      F10	12			
71	      F11	12			
72	      F12	12			
73	      G1	12	34,701.316	4,861,508.500	398,678.625
74	      G2	12	64,661.109	4,982,548.500	440,954.969
75	      G3	12	62,422.789	4,810,699.500	445,136.031
76	      G4	12			
77	      G5	12			
78	      G6	12			
79	      G7	12			
80	      G8	12			
81	      G9	12			
82	      G10	12			
83	      G11	12			
84	      G12	12			
85	      H1	12	11,340.873	4,908,879.500	451,795.875
86	      H2	12	57,721.926	4,587,194.500	491,208.656
87	      H3	12	87,912.227	4,765,525.000	485,456.438
88	      H4	12			
89	      H5	12			
90	      H6	12			
91	      H7	12			
92	      H8	12			
93	      H9	12			
94	      H10	12			
95	      H11	12			
96	      H12	12			
1	      A1	13	282,586.438	13,569,843.000	2,721,707.750
2	      A2	13	290,654.656	14,863,245.000	2,894,877.000
3	      A3	13	325,636.281	14,853,100.000	3,199,786.750
4	      A4	13	309,332.000	15,203,728.000	3,098,020.250
5	      A5	13	296,919.125	14,299,682.000	2,860,702.750
6	      A6	13	327,225.875	14,786,760.000	3,025,238.500
7	      A7	13			
8	      A8	13			
9	      A9	13			
10	      A10	13			
11	      A11	13			
12	      A12	13			
13	      B1	13	320,874.625	15,467,016.000	3,062,339.750
14	      B2	13	334,545.594	16,055,982.000	3,285,073.250
15	      B3	13	325,443.469	15,293,630.000	3,194,378.750
16	      B4	13	315,185.219	14,476,366.000	3,036,066.250
17	      B5	13	345,415.844	12,566,874.000	3,091,656.750
18	      B6	13	333,692.844	13,786,107.000	2,919,051.750
19	      B7	13			
20	      B8	13			
21	      B9	13			
22	      B10	13			
23	      B11	13			
24	      B12	13			
25	      C1	13	314,383.844	14,929,311.000	2,917,169.250
26	      C2	13	329,984.344	13,835,879.000	3,157,687.750
27	      C3	13	318,534.469	12,736,576.000	2,725,047.750
28	      C4	13	310,638.000	13,655,455.000	2,785,688.750
29	      C5	13	330,942.781	13,230,743.000	2,827,731.500
30	      C6	13	299,059.625	11,873,058.000	2,676,594.250
31	      C7	13			
32	      C8	13			
33	      C9	13			
34	      C10	13			
35	      C11	13			
36	      C12	13			
37	      D1	13	284,808.188	12,588,249.000	2,611,246.750
38	      D2	13	257,284.797	12,549,301.000	2,512,295.500
39	      D3	13	285,361.844	12,381,613.000	2,536,044.750
40	      D4	13	296,936.188	10,674,871.000	2,805,524.000
41	      D5	13	252,007.297	10,825,432.000	2,267,537.500
42	      D6	13	285,761.469	11,366,851.000	2,590,216.250
43	      D7	13			
44	      D8	13			
45	      D9	13			
46	      D10	13			
47	      D11	13			
48	      D12	13			
49	      E1	13	291,623.344	11,621,539.000	2,590,468.750
50	      E2	13	285,557.531	10,419,576.000	2,794,639.000
51	      E3	13	277,578.094	9,084,033.000	2,494,408.750
52	      E4	13	269,455.219	9,463,441.000	2,554,807.500
53	      E5	13	292,121.375	9,642,796.000	2,705,640.500
54	      E6	13	284,088.906	9,886,326.000	2,603,623.000
55	      E7	13			
56	      E8	13			
57	      E9	13			
58	      E10	13			
59	      E11	13			
60	      E12	13			
61	      F1	13	62,852.961	5,802,698.500	451,060.094
62	      F2	13	61,621.398	5,434,164.500	522,737.000
63	      F3	13	68,912.031	5,215,192.000	509,355.781
64	      F4	13			
65	      F5	13			
66	      F6	13			
67	      F7	13			
68	      F8	13			
69	      F9	13			
70	      F10	13			
71	      F11	13			
72	      F12	13			
73	      G1	13	34,239.328	5,117,373.000	401,983.094
74	      G2	13	64,601.559	5,242,988.000	445,657.281
75	      G3	13	62,471.105	5,061,807.500	449,982.688
76	      G4	13			
77	      G5	13			
78	      G6	13			
79	      G7	13			
80	      G8	13			
81	      G9	13			
82	      G10	13			
83	      G11	13			
84	      G12	13			
85	      H1	13	10,511.035	5,167,427.500	457,416.594
86	      H2	13	57,645.594	4,835,805.000	498,743.312
87	      H3	13	87,432.336	5,017,602.500	490,465.438
88	      H4	13			
89	      H5	13			
90	      H6	13			
91	      H7	13			
92	      H8	13			
93	      H9	13			
94	      H10	13			
95	      H11	13			
96	      H12	13			
1	      A1	14	320,527.156	16,430,795.000	3,129,540.750
2	      A2	14	316,147.656	17,633,886.000	3,203,679.000
3	      A3	14	356,428.219	17,694,292.000	3,552,804.250
4	      A4	14	333,622.156	18,018,474.000	3,397,695.000
5	      A5	14	334,721.656	17,204,420.000	3,267,090.750
6	      A6	14	365,572.188	17,836,490.000	3,421,181.500
7	      A7	14			
8	      A8	14			
9	      A9	14			
10	      A10	14			
11	      A11	14			
12	      A12	14			
13	      B1	14	349,925.938	18,449,104.000	3,382,947.000
14	      B2	14	356,997.250	18,796,386.000	3,575,164.250
15	      B3	14	353,280.906	18,161,764.000	3,514,529.750
16	      B4	14	346,613.281	17,247,652.000	3,361,085.250
17	      B5	14	382,799.188	15,163,230.000	3,464,412.000
18	      B6	14	369,037.344	16,689,316.000	3,251,316.000
19	      B7	14			
20	      B8	14			
21	      B9	14			
22	      B10	14			
23	      B11	14			
24	      B12	14			
25	      C1	14	344,384.250	17,850,972.000	3,248,824.500
26	      C2	14	363,936.688	16,746,880.000	3,540,315.750
27	      C3	14	353,580.562	15,306,587.000	3,053,509.250
28	      C4	14	354,963.562	16,395,101.000	3,200,484.750
29	      C5	14	369,052.969	15,840,136.000	3,148,932.250
30	      C6	14	340,638.688	14,320,273.000	3,061,058.750
31	      C7	14			
32	      C8	14			
33	      C9	14			
34	      C10	14			
35	      C11	14			
36	      C12	14			
37	      D1	14	317,936.188	15,291,687.000	2,964,972.750
38	      D2	14	291,124.625	15,206,279.000	2,893,715.500
39	      D3	14	321,493.250	15,100,414.000	2,887,425.250
40	      D4	14	353,536.719	12,906,270.000	3,354,735.250
41	      D5	14	312,531.625	12,987,831.000	2,802,919.750
42	      D6	14	336,615.062	13,748,391.000	3,052,594.500
43	      D7	14			
44	      D8	14			
45	      D9	14			
46	      D10	14			
47	      D11	14			
48	      D12	14			
49	      E1	14	345,517.344	14,276,478.000	3,116,586.750
50	      E2	14	329,127.125	12,793,707.000	3,276,420.250
51	      E3	14	347,353.062	11,248,524.000	3,139,228.500
52	      E4	14	323,166.688	11,510,917.000	3,082,078.250
53	      E5	14	356,660.938	11,713,974.000	3,317,411.500
54	      E6	14	350,795.406	12,002,632.000	3,222,166.750
55	      E7	14			
56	      E8	14			
57	      E9	14			
58	      E10	14			
59	      E11	14			
60	      E12	14			
61	      F1	14	63,049.520	6,076,509.000	455,355.500
62	      F2	14	61,523.344	5,688,417.500	529,017.750
63	      F3	14	83,574.875	5,544,294.500	648,570.250
64	      F4	14			
65	      F5	14			
66	      F6	14			
67	      F7	14			
68	      F8	14			
69	      F9	14			
70	      F10	14			
71	      F11	14			
72	      F12	14			
73	      G1	14	33,562.723	5,361,255.000	406,394.469
74	      G2	14	64,780.215	5,491,885.000	450,219.969
75	      G3	14	62,704.500	5,299,904.000	455,231.688
76	      G4	14			
77	      G5	14			
78	      G6	14			
79	      G7	14			
80	      G8	14			
81	      G9	14			
82	      G10	14			
83	      G11	14			
84	      G12	14			
85	      H1	14	10,043.392	5,411,297.500	463,879.719
86	      H2	14	57,569.188	5,066,432.000	506,173.812
87	      H3	14	87,402.305	5,250,565.000	495,780.438
88	      H4	14			
89	      H5	14			
90	      H6	14			
91	      H7	14			
92	      H8	14			
93	      H9	14			
94	      H10	14			
95	      H11	14			
96	      H12	14			
1	      A1	15	341,360.156	18,941,182.000	3,383,797.750
2	      A2	15	330,371.406	19,732,780.000	3,422,020.000
3	      A3	15	373,552.344	19,965,828.000	3,790,383.000
4	      A4	15	349,203.000	20,370,880.000	3,611,738.500
5	      A5	15	354,663.094	19,759,778.000	3,510,283.000
6	      A6	15	387,585.594	20,421,556.000	3,668,112.500
7	      A7	15			
8	      A8	15			
9	      A9	15			
10	      A10	15			
11	      A11	15			
12	      A12	15			
13	      B1	15	368,053.188	20,930,222.000	3,599,455.500
14	      B2	15	369,491.750	20,418,216.000	3,829,449.250
15	      B3	15	369,561.938	20,475,186.000	3,734,977.750
