* Barcode = NA
* Block Type = Fast 96-Well Block (0.1mL)
* Calibration Background is expired  = No
* Calibration Background performed on = 02-24-2022
* Calibration Normalization FAM-ROX is expired = No
* Calibration Normalization FAM-ROX performed on = 02-24-2022
* Calibration Normalization VIC-ROX is expired = No
* Calibration Normalization VIC-ROX performed on = 02-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 02-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 02-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 02-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 02-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 02-24-2022
* Chemistry = TAQMAN
* Comment = NA
* Date Created = 04-27-2022 15:15:13 PM EDT
* Date Modified = 04-27-2022 16:49:39 PM EDT
* Experiment File Name = D:\Applied Biosystems\QuantStudio 12K Flex Software\User Files\experiments\2022-04-27_TSV_false positive-2.eds
* Experiment Name = 2022-04-27_TSV_false positive-2
* Experiment Run Start Time = 04-27-2022 23:32:50 PM EDT
* Experiment Run Stop Time = 04-28-2022 01:06:17 AM EDT
* Experiment Type = Standard Curve
* Instrument Name = 285881139
* Instrument Serial Number = 285881139
* Instrument Type = QuantStudio 12K Flex
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage/ Cycle where Analysis is performed = Stage 1, Step 1
* User Name = NA

[Multicomponent Data]
Well	Well Position	Cycle	ROX	FAM	VIC
63	      F3	11	60,538.211	1,084,602.250	417,393.906
64	      F4	11	71,256.305	1,288,618.875	503,752.844
65	      F5	11	69,102.625	1,223,204.500	492,057.812
66	      F6	11	98,522.016	997,607.562	770,089.938
67	      F7	11	90,017.922	976,173.938	691,842.875
68	      F8	11	98,136.945	1,009,759.812	743,216.375
69	      F9	11	86,373.078	905,229.875	707,609.250
70	      F10	11	91,954.305	1,042,637.125	701,013.438
71	      F11	11			
72	      F12	11			
73	      G1	11	47,350.312	1,020,139.375	354,316.719
74	      G2	11	67,506.391	1,049,775.250	406,962.406
75	      G3	11	73,413.883	1,207,082.750	471,458.781
76	      G4	11	73,458.789	1,291,421.000	516,280.625
77	      G5	11	72,064.305	1,287,931.875	518,225.344
78	      G6	11	102,313.234	991,646.312	836,134.750
79	      G7	11	101,466.672	974,854.312	748,925.625
80	      G8	11	110,123.305	1,041,043.125	781,994.875
81	      G9	11	97,477.820	1,037,277.812	765,102.875
82	      G10	11	99,739.742	1,127,669.125	772,182.875
83	      G11	11			
84	      G12	11			
85	      H1	11	50,021.535	1,079,294.250	356,041.969
86	      H2	11	66,747.656	1,218,392.000	442,862.469
87	      H3	11	77,183.523	1,413,705.500	530,971.812
88	      H4	11	78,718.922	1,342,677.500	497,340.656
89	      H5	11	75,373.109	1,394,121.875	548,020.125
90	      H6	11	91,306.109	991,642.125	742,434.000
91	      H7	11	84,730.086	916,652.875	700,295.938
92	      H8	11	99,257.438	950,319.812	707,153.562
93	      H9	11	95,885.484	1,038,508.875	720,221.562
94	      H10	11	89,137.625	1,026,477.750	678,768.750
95	      H11	11			
96	      H12	11			
1	      A1	12	342,542.969	22,306,416.000	3,394,350.500
2	      A2	12	307,180.125	17,102,874.000	3,208,249.250
3	      A3	12	330,639.125	19,610,988.000	3,743,956.250
4	      A4	12	391,578.188	23,139,652.000	4,179,853.500
5	      A5	12	371,795.906	19,976,622.000	3,829,817.000
6	      A6	12	59,198.289	1,364,385.500	424,315.062
7	      A7	12	71,794.938	1,517,792.250	497,840.500
8	      A8	12	72,768.156	1,589,995.375	515,719.188
9	      A9	12	73,242.500	1,586,244.625	497,697.094
10	      A10	12	78,367.445	1,690,987.500	555,940.250
11	      A11	12	97,417.125	1,153,924.500	698,704.562
12	      A12	12	95,334.617	1,136,766.000	734,742.688
13	      B1	12	330,671.562	17,173,942.000	3,355,125.250
14	      B2	12	343,844.969	11,273,692.000	3,441,143.750
15	      B3	12	389,307.781	15,221,639.000	3,961,936.000
16	      B4	12	374,374.219	15,905,038.000	3,709,678.500
17	      B5	12	368,647.094	15,980,997.000	3,737,338.000
18	      B6	12	66,707.289	1,509,966.375	488,155.125
19	      B7	12	71,448.859	1,502,235.500	499,065.500
20	      B8	12	72,045.617	1,560,077.000	499,823.250
21	      B9	12	68,957.203	1,576,393.000	511,571.062
22	      B10	12	69,269.789	1,566,415.250	483,278.000
23	      B11	12	88,050.875	974,894.250	607,869.938
24	      B12	12	105,381.281	1,223,637.625	713,798.125
25	      C1	12	259,342.938	4,345,617.500	2,416,888.500
26	      C2	12	57,578.312	1,143,564.375	423,955.125
27	      C3	12	57,564.762	1,132,437.750	408,151.406
28	      C4	12	75,467.422	1,696,461.125	738,479.000
29	      C5	12	123,301.789	2,161,390.250	1,051,338.000
30	      C6	12	59,681.555	1,455,501.500	498,374.875
31	      C7	12	55,459.676	1,405,352.625	483,133.406
32	      C8	12	69,563.617	1,471,129.625	495,604.344
33	      C9	12	68,096.711	1,445,651.000	492,341.406
34	      C10	12	71,613.797	1,632,884.875	445,512.031
35	      C11	12	89,810.203	1,119,466.875	689,726.562
36	      C12	12	100,201.375	1,159,273.750	706,514.938
37	      D1	12	54,936.480	1,228,868.750	375,920.812
38	      D2	12	62,149.914	1,206,019.875	413,364.188
39	      D3	12	56,698.430	1,181,623.125	417,124.000
40	      D4	12	61,557.234	1,234,633.750	443,754.969
41	      D5	12	72,078.656	1,391,393.750	502,309.781
42	      D6	12	81,560.898	1,528,900.625	614,393.438
43	      D7	12	75,725.734	1,513,814.250	526,838.312
44	      D8	12	70,763.445	1,491,756.875	485,422.875
45	      D9	12	70,850.844	1,467,477.750	488,224.094
46	      D10	12	58,216.855	1,289,417.500	392,084.375
47	      D11	12	75,599.484	835,710.875	511,337.656
48	      D12	12	82,971.461	1,039,526.125	601,999.812
49	      E1	12	55,433.637	1,176,377.875	370,634.219
50	      E2	12	61,898.930	1,159,192.375	416,251.969
51	      E3	12	59,939.324	1,142,814.750	413,629.219
52	      E4	12	67,165.695	1,272,919.625	453,989.656
53	      E5	12	71,166.195	1,399,136.500	492,843.969
54	      E6	12	101,788.555	1,085,316.625	818,377.312
55	      E7	12	99,988.430	1,069,364.750	772,431.875
56	      E8	12	104,534.578	1,051,915.750	837,782.375
57	      E9	12	96,217.523	1,085,753.125	777,652.250
58	      E10	12	101,734.938	1,098,298.500	772,997.562
59	      E11	12	94,471.273	1,042,279.125	645,706.188
60	      E12	12	97,479.555	1,160,841.375	707,302.625
61	      F1	12	60,167.191	1,209,686.750	391,682.688
62	      F2	12	64,036.309	1,162,628.250	423,607.094
63	      F3	12	60,352.453	1,156,932.375	417,121.562
64	      F4	12	71,243.836	1,374,103.750	504,465.094
65	      F5	12	68,770.039	1,309,440.500	491,731.625
66	      F6	12	100,402.711	1,053,061.875	791,672.062
67	      F7	12	91,471.445	1,031,535.250	708,032.938
68	      F8	12	100,099.164	1,067,410.375	763,698.875
69	      F9	12	87,868.758	961,600.250	726,530.500
70	      F10	12	93,766.320	1,104,042.625	717,499.938
71	      F11	12			
72	      F12	12			
73	      G1	12	47,123.301	1,091,846.875	354,798.875
74	      G2	12	67,220.055	1,118,969.625	406,915.438
75	      G3	12	73,328.117	1,285,843.500	471,983.406
76	      G4	12	73,168.969	1,378,497.750	516,458.812
77	      G5	12	71,892.188	1,373,380.750	518,197.375
78	      G6	12	104,602.031	1,052,007.250	866,202.125
79	      G7	12	103,457.867	1,033,243.500	770,949.938
80	      G8	12	112,247.477	1,103,275.750	804,762.938
81	      G9	12	99,248.836	1,102,101.250	788,843.750
82	      G10	12	102,050.758	1,196,883.000	795,510.125
83	      G11	12			
84	      G12	12			
85	      H1	12	50,183.473	1,152,461.875	356,369.719
86	      H2	12	66,426.828	1,300,073.250	442,916.938
87	      H3	12	77,096.086	1,508,910.000	531,318.188
88	      H4	12	78,441.461	1,431,913.250	497,377.625
89	      H5	12	74,973.328	1,488,400.875	548,129.312
90	      H6	12	92,473.406	1,050,981.125	758,810.812
91	      H7	12	85,841.281	974,516.812	715,273.750
92	      H8	12	100,800.008	1,009,550.562	722,774.250
93	      H9	12	96,987.617	1,101,003.375	733,765.812
94	      H10	12	90,564.680	1,090,621.125	695,291.125
95	      H11	12			
96	      H12	12			
1	      A1	13	350,905.188	23,262,828.000	3,466,142.500
2	      A2	13	315,673.656	18,024,968.000	3,406,159.500
3	      A3	13	338,135.312	20,066,322.000	3,922,017.250
4	      A4	13	401,610.625	24,415,230.000	4,367,607.000
5	      A5	13	383,872.125	21,833,822.000	3,975,935.000
6	      A6	13	59,363.363	1,451,049.875	425,554.281
7	      A7	13	71,666.086	1,611,595.250	497,844.969
8	      A8	13	72,530.008	1,690,292.000	516,645.594
9	      A9	13	72,839.273	1,685,793.625	497,617.781
10	      A10	13	78,068.391	1,797,802.125	556,616.562
11	      A11	13	97,731.180	1,212,527.250	703,716.250
12	      A12	13	96,082.586	1,196,841.000	747,395.625
13	      B1	13	341,837.781	19,136,716.000	3,500,036.000
14	      B2	13	367,449.875	13,890,296.000	3,702,670.000
15	      B3	13	406,476.219	17,961,552.000	4,165,206.750
16	      B4	13	390,668.438	18,542,816.000	3,885,879.750
17	      B5	13	387,899.594	18,808,696.000	3,946,822.500
18	      B6	13	66,661.164	1,606,829.750	488,535.688
19	      B7	13	71,361.000	1,592,845.375	499,160.281
20	      B8	13	71,936.391	1,658,873.000	499,804.188
21	      B9	13	68,667.797	1,674,526.875	511,196.500
22	      B10	13	68,768.445	1,662,643.375	483,018.312
23	      B11	13	88,205.633	1,025,736.812	612,168.500
24	      B12	13	105,874.648	1,286,864.125	723,942.062
25	      C1	13	327,519.156	6,277,151.500	3,119,781.000
26	      C2	13	57,131.621	1,214,821.500	423,768.469
27	      C3	13	57,319.602	1,203,499.625	408,448.344
28	      C4	13	142,979.469	2,400,455.500	1,399,164.625
29	      C5	13	221,933.703	3,260,209.500	2,040,775.250
30	      C6	13	59,542.094	1,548,557.625	498,592.750
31	      C7	13	55,386.914	1,497,149.250	483,442.500
32	      C8	13	69,173.047	1,563,308.875	495,668.438
33	      C9	13	67,917.586	1,532,780.375	492,515.594
34	      C10	13	71,411.219	1,735,750.375	445,058.000
35	      C11	13	89,963.750	1,178,731.250	693,825.375
36	      C12	13	101,229.727	1,218,706.375	718,040.500
37	      D1	13	54,443.426	1,307,028.625	375,521.500
38	      D2	13	62,115.066	1,280,201.750	413,773.312
39	      D3	13	56,356.555	1,257,656.625	417,216.469
40	      D4	13	61,316.391	1,311,049.500	443,861.500
41	      D5	13	71,694.180	1,475,962.875	502,617.969
42	      D6	13	104,827.922	1,609,306.875	846,357.938
43	      D7	13	75,165.555	1,606,992.125	526,990.562
44	      D8	13	70,502.680	1,585,427.250	485,795.094
45	      D9	13	70,957.000	1,557,726.375	488,090.625
46	      D10	13	58,157.867	1,370,872.250	392,081.469
47	      D11	13	75,437.164	879,888.000	514,197.062
48	      D12	13	83,769.758	1,094,774.500	611,879.250
49	      E1	13	54,942.664	1,252,446.500	370,962.562
50	      E2	13	61,651.402	1,230,527.500	416,609.000
51	      E3	13	59,745.270	1,213,245.250	414,134.781
52	      E4	13	67,018.430	1,351,445.375	454,507.844
53	      E5	13	71,149.656	1,485,722.250	493,089.125
54	      E6	13	103,821.633	1,142,870.625	843,817.812
55	      E7	13	101,648.188	1,125,019.750	792,773.250
56	      E8	13	106,462.578	1,109,659.375	864,216.688
57	      E9	13	98,085.289	1,144,724.250	800,479.875
58	      E10	13	103,677.688	1,158,194.000	796,503.188
59	      E11	13	94,711.219	1,095,529.125	649,676.188
60	      E12	13	98,247.938	1,223,279.500	718,538.188
61	      F1	13	60,125.555	1,285,349.375	391,792.188
62	      F2	13	63,879.543	1,230,056.375	423,611.625
63	      F3	13	59,949.945	1,227,314.250	417,212.000
64	      F4	13	71,447.453	1,456,738.000	508,666.750
65	      F5	13	68,668.281	1,393,616.500	491,748.094
66	      F6	13	102,314.078	1,108,000.500	814,318.938
67	      F7	13	92,972.594	1,086,355.750	724,367.875
68	      F8	13	101,954.148	1,124,197.875	783,581.312
69	      F9	13	89,686.984	1,016,225.625	744,764.438
70	      F10	13	95,585.766	1,162,966.875	734,550.500
71	      F11	13			
72	      F12	13			
73	      G1	13	46,971.793	1,161,776.750	355,141.156
74	      G2	13	66,960.945	1,186,194.375	406,994.719
75	      G3	13	73,274.664	1,362,996.375	472,842.906
76	      G4	13	72,819.680	1,462,231.000	517,368.656
77	      G5	13	71,825.336	1,455,793.750	518,592.125
78	      G6	13	107,377.844	1,111,047.750	896,289.062
79	      G7	13	105,095.047	1,090,259.000	794,109.625
80	      G8	13	114,693.938	1,163,409.375	828,039.688
81	      G9	13	101,697.586	1,164,122.125	813,048.938
82	      G10	13	104,233.078	1,264,399.375	819,158.250
83	      G11	13			
84	      G12	13			
85	      H1	13	50,143.781	1,224,023.625	356,569.781
86	      H2	13	66,210.555	1,379,506.250	443,547.094
87	      H3	13	77,274.234	1,601,264.625	532,847.562
88	      H4	13	77,980.125	1,517,399.500	497,863.375
89	      H5	13	74,666.648	1,580,628.875	548,777.500
90	      H6	13	94,250.734	1,109,551.625	775,826.562
91	      H7	13	87,158.000	1,032,508.688	729,972.125
92	      H8	13	101,682.148	1,065,899.500	738,342.375
93	      H9	13	98,208.797	1,161,550.000	747,998.250
94	      H10	13	92,317.484	1,152,517.250	717,730.375
95	      H11	13			
96	      H12	13			
1	      A1	14	357,231.438	23,866,836.000	3,521,186.750
2	      A2	14	321,561.469	18,503,314.000	3,570,705.500
3	      A3	14	343,399.969	20,315,218.000	4,055,127.750
4	      A4	14	408,271.812	25,085,172.000	4,519,497.000
5	      A5	14	392,186.438	22,964,296.000	4,095,459.750
6	      A6	14	59,056.809	1,538,658.875	426,438.031
7	      A7	14	71,933.391	1,706,398.125	498,430.875
8	      A8	14	72,567.461	1,787,198.375	517,581.562
9	      A9	14	72,613.688	1,783,394.000	497,889.719
10	      A10	14	77,869.578	1,902,773.250	557,529.562
11	      A11	14	98,111.773	1,270,848.250	707,801.750
12	      A12	14	97,002.453	1,258,484.500	761,729.250
13	      B1	14	347,284.938	20,105,698.000	3,616,503.500
14	      B2	14	379,738.281	15,842,134.000	3,850,473.750
15	      B3	14	416,648.344	19,900,482.000	4,292,773.500
16	      B4	14	400,646.438	20,390,366.000	3,985,329.250
17	      B5	14	400,011.188	20,789,278.000	4,078,318.500
18	      B6	14	66,655.523	1,699,342.500	488,912.031
19	      B7	14	70,900.172	1,680,470.750	499,754.031
20	      B8	14	71,910.109	1,754,592.125	500,807.094
21	      B9	14	68,413.570	1,771,979.250	511,155.062
22	      B10	14	68,664.758	1,756,565.625	483,052.500
23	      B11	14	88,695.898	1,074,343.625	616,781.875
24	      B12	14	106,392.461	1,346,247.000	735,045.938
25	      C1	14	370,287.344	8,349,828.000	3,573,857.750
26	      C2	14	57,042.059	1,285,403.000	424,073.156
27	      C3	14	57,290.805	1,270,979.875	410,465.250
28	      C4	14	219,360.359	3,461,295.750	2,158,416.250
29	      C5	14	328,141.156	4,919,484.500	3,107,633.000
30	      C6	14	59,340.047	1,636,480.125	498,878.219
31	      C7	14	55,243.211	1,585,157.125	484,000.906
32	      C8	14	69,056.344	1,652,531.875	496,174.594
33	      C9	14	67,724.219	1,618,921.000	493,094.656
34	      C10	14	71,342.297	1,837,866.500	445,293.219
35	      C11	14	90,000.086	1,235,214.625	698,419.438
36	      C12	14	102,141.125	1,276,754.375	730,119.062
37	      D1	14	54,318.465	1,381,198.500	375,566.688
38	      D2	14	62,199.098	1,351,317.750	414,146.625
39	      D3	14	56,239.496	1,333,153.000	417,813.031
40	      D4	14	61,193.016	1,385,311.125	444,107.219
41	      D5	14	71,380.875	1,558,584.125	502,638.812
42	      D6	14	146,700.781	1,674,404.375	1,260,121.125
43	      D7	14	75,045.477	1,697,613.375	527,584.625
44	      D8	14	70,461.914	1,675,524.000	486,296.844
45	      D9	14	70,792.547	1,645,381.250	488,278.500
46	      D10	14	58,131.543	1,450,191.875	392,240.906
47	      D11	14	75,484.742	924,238.750	517,597.688
48	      D12	14	84,510.000	1,146,794.500	622,013.812
49	      E1	14	54,917.016	1,326,300.000	372,076.125
50	      E2	14	61,566.145	1,300,218.500	417,222.625
51	      E3	14	59,431.480	1,281,546.250	414,574.000
52	      E4	14	67,007.117	1,427,456.375	455,130.594
53	      E5	14	70,989.555	1,569,947.000	493,563.875
54	      E6	14	106,420.266	1,198,660.250	869,791.312
55	      E7	14	103,740.500	1,179,523.375	814,447.062
56	      E8	14	108,818.922	1,165,543.750	893,086.312
57	      E9	14	100,423.281	1,203,018.375	824,367.812
58	      E10	14	105,964.586	1,218,144.250	818,955.812
59	      E11	14	94,836.352	1,149,143.500	654,502.438
60	      E12	14	99,085.117	1,283,747.625	730,391.312
61	      F1	14	59,749.898	1,360,368.250	392,312.562
62	      F2	14	63,640.551	1,295,550.375	423,881.250
63	      F3	14	59,873.625	1,295,494.750	417,831.438
64	      F4	14	74,827.227	1,534,391.375	543,491.938
65	      F5	14	68,655.547	1,474,677.500	492,526.812
66	      F6	14	104,051.664	1,161,843.625	837,853.875
67	      F7	14	94,425.602	1,138,264.625	741,505.812
68	      F8	14	104,048.289	1,178,586.875	804,693.000
69	      F9	14	91,159.266	1,069,980.125	763,552.625
70	      F10	14	96,940.742	1,219,087.875	752,027.375
71	      F11	14			
72	      F12	14			
73	      G1	14	46,946.293	1,228,840.375	355,968.781
74	      G2	14	66,459.359	1,251,578.375	407,479.969
75	      G3	14	73,227.266	1,438,211.125	474,023.062
76	      G4	14	72,157.477	1,542,777.125	518,275.188
77	      G5	14	71,684.016	1,535,667.750	519,411.156
78	      G6	14	110,351.227	1,168,282.500	926,987.625
79	      G7	14	107,297.055	1,145,459.250	818,307.375
80	      G8	14	116,982.383	1,223,105.750	852,635.062
81	      G9	14	103,917.938	1,223,747.500	837,554.375
82	      G10	14	106,201.695	1,327,959.375	843,103.938
83	      G11	14			
84	      G12	14			
85	      H1	14	50,012.848	1,295,248.250	356,934.312
86	      H2	14	66,091.641	1,455,361.500	444,720.062
87	      H3	14	77,227.219	1,692,827.875	533,785.375
88	      H4	14	77,834.289	1,600,919.500	498,428.312
89	      H5	14	74,543.812	1,671,318.875	550,091.250
90	      H6	14	95,903.312	1,166,062.500	793,336.562
91	      H7	14	88,639.977	1,086,391.250	745,747.875
92	      H8	14	102,803.906	1,119,994.500	754,335.875
93	      H9	14	99,496.734	1,219,981.500	762,851.312
94	      H10	14	95,847.516	1,212,544.625	755,070.688
95	      H11	14			
96	      H12	14			
1	      A1	15	361,968.406	24,295,980.000	3,564,052.750
2	      A2	15	325,589.406	18,775,356.000	3,706,025.250
3	      A3	15	347,301.656	20,459,832.000	4,161,165.000
4	      A4	15	413,477.156	25,481,710.000	4,644,681.000
5	      A5	15	397,287.250	23,604,778.000	4,202,845.500
6	      A6	15	59,052.422	1,624,840.250	428,418.000
7	      A7	15	72,088.016	1,797,153.625	498,769.469
8	      A8	15	72,317.914	1,883,137.500	519,139.000
9	      A9	15	72,276.211	1,875,645.875	498,602.219
10	      A10	15	77,722.750	2,003,171.375	557,894.938
11	      A11	15	98,067.992	1,327,387.750	713,121.625
12	      A12	15	98,417.117	1,315,794.500	776,466.750
13	      B1	15	351,401.344	20,613,658.000	3,716,398.250
14	      B2	15	385,643.281	16,983,746.000	3,978,315.500
15	      B3	15	423,600.688	21,079,248.000	4,406,118.000
16	      B4	15	406,469.031	21,623,598.000	4,069,375.000
17	      B5	15	408,983.688	22,187,408.000	4,177,783.000
18	      B6	15	66,679.797	1,786,858.875	490,237.469
19	      B7	15	70,483.305	1,765,411.000	500,499.688
20	      B8	15	71,373.672	1,845,248.500	502,186.344
21	      B9	15	67,892.695	1,865,135.625	511,580.969
22	      B10	15	68,732.680	1,847,746.375	483,544.469
23	      B11	15	89,173.648	1,121,909.000	622,081.875
24	      B12	15	107,301.695	1,406,499.125	746,431.688
25	      C1	15	392,619.219	10,346,007.000	3,818,294.000
26	      C2	15	57,130.391	1,351,689.500	425,985.531
27	      C3	15	57,589.770	1,335,113.500	414,146.781
28	      C4	15	300,072.000	4,819,459.500	2,972,333.000
29	      C5	15	399,171.875	6,851,445.500	3,824,181.750
30	      C6	15	59,324.023	1,721,628.750	499,872.062
31	      C7	15	55,158.562	1,668,802.375	485,662.531
32	      C8	15	69,130.648	1,739,107.750	496,918.031
33	      C9	15	67,656.133	1,701,193.125	493,701.031
34	      C10	15	71,375.758	1,932,963.500	446,702.844
35	      C11	15	90,397.461	1,288,824.375	702,810.812
36	      C12	15	103,018.625	1,331,953.500	742,204.188
37	      D1	15	54,330.066	1,452,787.375	376,127.219
38	      D2	15	62,123.902	1,419,693.625	414,684.625
39	      D3	15	56,233.949	1,404,957.000	419,300.406
40	      D4	15	61,057.414	1,456,483.875	444,406.812
41	      D5	15	71,294.711	1,636,731.625	502,497.438
42	      D6	15	190,727.406	1,733,245.000	1,687,333.375
43	      D7	15	75,264.406	1,783,428.125	528,326.000
44	      D8	15	70,546.711	1,761,156.000	487,333.344
45	      D9	15	70,761.477	1,730,274.750	489,300.812
46	      D10	15	58,013.953	1,525,719.875	392,696.656
47	      D11	15	75,844.102	965,808.812	520,908.406
48	      D12	15	85,412.109	1,197,289.000	633,101.625
49	      E1	15	55,299.695	1,396,117.375	373,568.031
50	      E2	15	61,588.359	1,366,171.375	418,529.281
51	      E3	15	59,391.359	1,347,192.125	415,684.000
52	      E4	15	66,998.703	1,498,079.625	455,469.906
53	      E5	15	70,838.930	1,651,242.250	494,241.750
54	      E6	15	108,894.727	1,251,937.500	896,848.062
55	      E7	15	105,525.602	1,231,209.375	837,026.812
56	      E8	15	111,933.500	1,219,566.625	926,853.938
57	      E9	15	102,284.859	1,257,411.125	848,262.688
58	      E10	15	108,023.922	1,273,926.250	843,121.562
59	      E11	15	95,045.344	1,199,053.250	658,741.938
60	      E12	15	99,852.211	1,343,480.250	742,578.312
61	      F1	15	59,273.180	1,431,068.625	393,042.438
62	      F2	15	63,501.145	1,358,575.000	424,304.906
63	      F3	15	60,017.039	1,360,533.125	418,382.219
64	      F4	15	88,928.617	1,602,813.500	679,287.625
65	      F5	15	68,601.688	1,550,955.250	494,558.875
66	      F6	15	106,183.117	1,213,714.625	861,819.625
67	      F7	15	95,618.164	1,188,114.000	758,570.125
68	      F8	15	106,062.320	1,231,131.625	826,089.625
69	      F9	15	92,604.703	1,120,961.500	782,946.812
70	      F10	15	98,246.234	1,273,089.000	769,519.938
71	      F11	15			
72	      F12	15			
73	      G1	15	47,156.520	1,294,086.125	357,498.219
74	      G2	15	66,280.922	1,314,199.125	408,318.094
75	      G3	15	73,142.352	1,510,708.875	475,298.219
76	      G4	15	72,109.773	1,621,193.000	519,139.875
77	      G5	15	71,510.859	1,613,267.625	520,564.531
78	      G6	15	113,270.000	1,222,857.875	958,066.625
79	      G7	15	109,483.609	1,198,366.500	842,509.312
80	      G8	15	119,399.859	1,280,708.000	876,947.375
81	      G9	15	106,058.273	1,281,407.750	862,421.125
82	      G10	15	108,598.648	1,389,517.375	867,548.438
83	      G11	15			
84	      G12	15			
85	      H1	15	49,753.133	1,362,408.750	357,586.406
86	      H2	15	65,987.016	1,528,326.625	445,601.344
87	      H3	15	77,063.219	1,779,913.875	534,837.875
88	      H4	15	77,812.914	1,681,247.000	499,062.344
89	      H5	15	74,524.953	1,757,724.375	551,634.000
90	      H6	15	97,294.562	1,219,815.500	812,100.562
91	      H7	15	90,271.703	1,139,212.750	761,721.688
92	      H8	15	104,109.961	1,172,723.750	770,735.125
93	      H9	15	100,714.875	1,276,319.625	778,812.938
94	      H10	15	107,943.516	1,265,745.750	887,486.250
95	      H11	15			
96	      H12	15			
1	      A1	16	365,823.312	24,612,514.000	3,598,130.250
2	      A2	16	329,114.344	18,941,336.000	3,814,328.750
3	      A3	16	350,361.406	20,554,920.000	4,250,936.500
4	      A4	16	417,065.812	25,735,492.000	4,743,281.000
5	      A5	16	401,286.781	24,006,978.000	4,288,625.500
6	      A6	16	59,402.184	1,705,258.375	430,998.062
7	      A7	16	72,053.242	1,884,650.250	500,114.219
8	      A8	16	72,267.062	1,974,784.375	520,097.781
9	      A9	16	72,248.781	1,966,506.125	499,806.625
10	      A10	16	77,694.391	2,099,470.750	559,156.250
11	      A11	16	98,168.492	1,380,672.375	719,255.438
12	      A12	16	99,646.984	1,370,128.750	790,903.625
13	      B1	16	354,559.531	20,932,568.000	3,805,172.000
14	      B2	16	389,550.094	17,632,458.000	4,100,891.000
15	      B3	16	427,485.750	21,746,258.000	4,518,216.500
16	      B4	16	409,885.406	22,377,350.000	4,155,778.750
17	      B5	16	413,732.156	23,057,178.000	4,266,343.500
18	      B6	16	66,670.664	1,876,715.125	490,777.156
19	      B7	16	70,481.195	1,847,310.500	501,061.812
20	      B8	16	71,377.148	1,931,583.000	502,747.219
21	      B9	16	67,546.523	1,952,457.625	513,009.000
22	      B10	16	68,659.289	1,937,160.375	484,453.469
23	      B11	16	89,565.195	1,168,665.375	626,666.938
24	      B12	16	108,126.000	1,461,625.375	758,811.438
25	      C1	16	404,712.906	12,041,332.000	3,958,818.000
26	      C2	16	57,486.297	1,415,873.500	430,196.156
27	      C3	16	58,858.898	1,400,699.875	425,570.938
28	      C4	16	367,356.281	6,318,676.000	3,652,723.750
29	      C5	16	441,929.500	8,815,569.000	4,267,864.500
30	      C6	16	59,442.711	1,803,682.125	500,909.250
31	      C7	16	55,101.062	1,751,964.250	487,816.438
32	      C8	16	69,020.805	1,820,054.375	498,746.312
33	      C9	16	67,716.867	1,780,264.375	494,872.031
34	      C10	16	71,559.047	2,025,244.375	447,372.812
35	      C11	16	90,643.531	1,340,784.750	708,228.938
36	      C12	16	104,170.891	1,386,013.750	755,387.250
37	      D1	16	54,273.883	1,522,601.875	376,969.406
38	      D2	16	61,942.211	1,487,128.875	415,422.062
39	      D3	16	56,160.535	1,475,182.375	419,746.188
40	      D4	16	61,013.027	1,525,054.000	444,892.875
41	      D5	16	71,256.117	1,712,820.750	502,814.094
42	      D6	16	229,123.641	1,792,938.875	2,065,530.625
43	      D7	16	75,528.992	1,866,978.500	529,331.375
44	      D8	16	70,446.875	1,844,137.500	488,846.594
45	      D9	16	70,850.242	1,809,964.875	490,239.062
46	      D10	16	58,036.098	1,597,877.125	392,938.469
47	      D11	16	76,034.586	1,004,445.375	524,052.688
48	      D12	16	86,211.789	1,245,409.875	644,763.188
49	      E1	16	55,393.324	1,464,925.125	374,244.625
50	      E2	16	61,544.418	1,430,340.000	419,622.438
51	      E3	16	59,576.559	1,410,506.875	416,757.094
52	      E4	16	66,955.172	1,567,058.375	456,556.219
53	      E5	16	70,581.484	1,729,332.125	495,486.719
54	      E6	16	110,942.430	1,303,632.375	924,135.875
55	      E7	16	107,350.594	1,281,023.750	858,652.062
56	      E8	16	116,358.883	1,270,722.250	973,957.062
57	      E9	16	104,450.734	1,310,069.500	872,536.562
58	      E10	16	110,140.055	1,328,246.500	867,367.625
59	      E11	16	95,388.242	1,248,567.875	663,420.562
60	      E12	16	101,064.523	1,399,147.500	755,858.688
61	      F1	16	59,150.734	1,500,492.125	394,027.219
62	      F2	16	63,478.801	1,418,033.625	424,753.125
63	      F3	16	60,234.762	1,423,489.875	419,140.469
64	      F4	16	109,978.586	1,664,508.875	879,613.688
65	      F5	16	68,507.164	1,624,842.625	496,160.250
66	      F6	16	108,295.422	1,262,854.000	885,879.250
67	      F7	16	96,754.891	1,235,864.250	775,522.000
68	      F8	16	107,982.234	1,281,879.375	847,445.938
69	      F9	16	93,937.812	1,169,317.625	801,985.688
70	      F10	16	99,625.047	1,325,644.750	786,896.625
71	      F11	16			
